WELL NAME,DEPTH (M),BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),KLOGH (MD),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),LITHOTYPE
15/9-19 A,3824.9352,0.046017,0.0,0.0,42.7597,0.123722,0.8,2.66,0.0210625,1.0,0.3776,116.4228,0.150971,F-TIDAL BAR
15/9-19 A,3825.0876,0.046757,0.0,0.0,55.9256,0.144541,0.8,2.66,0.021062,1.0,0.327,116.4264,0.156524,F-TIDAL BAR
15/9-19 A,3825.24,0.045823,0.0,0.0,87.22289999999998,0.152656,0.8,2.66,0.0210614,1.0,0.3018,116.43,0.142291,F-TIDAL BAR
15/9-19 A,3825.3924,0.044502999999999994,0.0,0.0,118.7372,0.155366,0.8,2.66,0.0210609,1.0,0.287,116.4335,0.12981600000000001,F-TIDAL BAR
15/9-19 A,3825.5448,0.043084,0.0,0.0,118.1406,0.155376,0.8,2.66,0.021060299999999997,1.0,0.2778,116.4371,0.13006800000000002,F-TIDAL BAR
15/9-19 A,3825.6972,0.041985,0.0,0.0,134.6203,0.155912,0.8,2.66,0.0210598,1.0,0.2694,116.4406,0.124243,F-TIDAL BAR
15/9-19 A,3825.8496,0.043587,0.0,0.0,364.2037,0.18269000000000002,0.8,2.66,0.0210592,1.0,0.2363,116.4442,0.10001900000000001,F-TIDAL BAR
15/9-19 A,3826.002,0.044944,0.0,0.0,329.6408,0.19022,0.8,2.66,0.021058700000000003,1.0,0.2343,116.4478,0.111524,F-TIDAL BAR
15/9-19 A,3826.1544,0.045633,0.0,0.0,301.8564,0.184948,0.8,2.66,0.0210582,1.0,0.2448,116.4513,0.11108699999999999,F-TIDAL BAR
15/9-19 A,3826.3068,0.045748000000000004,0.0,0.0,228.1965,0.181198,0.8,2.66,0.0210576,1.0,0.2512,116.4549,0.121252,F-TIDAL BAR
15/9-19 A,3826.4592,0.046137,0.0,0.0,253.782,0.190822,0.8,2.66,0.0210571,1.0,0.2404,116.4584,0.12468000000000005,F-TIDAL BAR
15/9-19 A,3826.6116,0.046193,0.0,0.0,214.1854,0.197822,0.8,2.66,0.0210565,1.0,0.2325,116.462,0.139087,F-TIDAL BAR
15/9-19 A,3826.764,0.046557,0.0,0.0,388.599,0.20708200000000002,0.8,2.66,0.021056000000000002,1.0,0.2227,116.4656,0.118573,F-TIDAL BAR
15/9-19 A,3826.9164,0.044468,0.0,0.0,202.2616,0.175893,0.8,2.66,0.021055400000000002,1.0,0.2518,116.4691,0.122359,F-TIDAL BAR
15/9-19 A,3827.0688,0.043904,0.0,0.0,313.1617,0.170987,0.8,2.66,0.0210549,1.0,0.2546,116.4727,0.096903,F-TIDAL BAR
15/9-19 A,3827.2212,0.043225,0.0,0.0,319.5467,0.172039,0.8,2.66,0.0210543,1.0,0.2491,116.4762,0.09686399999999999,F-TIDAL BAR
15/9-19 A,3827.3736,0.043561,0.0,0.0,595.8173,0.208898,0.8,2.66,0.021053799999999998,1.0,0.2057,116.4798,0.099563,F-TIDAL BAR
15/9-19 A,3827.526,0.04085,0.0,0.0,649.9133,0.218192,0.8,2.66,0.021053299999999997,1.0,0.1846,116.4834,0.103631,F-TIDAL BAR
15/9-19 A,3827.6784,0.038676999999999996,0.0,0.0,967.8102,0.22870100000000002,0.8,2.66,0.0210527,1.0,0.1662,116.4869,0.09375700000000001,F-TIDAL BAR
15/9-19 A,3827.8308,0.038939999999999995,0.0,0.0,866.7283999999999,0.22789,0.8,2.66,0.021052200000000004,1.0,0.1681,116.4905,0.098359,F-TIDAL BAR
15/9-19 A,3827.9832,0.041763999999999996,0.0,0.0,991.6443,0.23348400000000002,0.8,2.66,0.0210516,1.0,0.1758,116.4941,0.096835,F-TIDAL BAR
15/9-19 A,3828.1356,0.042504,0.0,0.0,762.5085,0.222518,0.8,2.66,0.0210511,1.0,0.1881,116.4976,0.099767,F-TIDAL BAR
15/9-19 A,3828.288,0.040492,0.0,0.0,828.0067,0.23457199999999997,0.8,2.66,0.0210505,1.0,0.17,116.5012,0.10650499999999999,F-TIDAL BAR
15/9-19 A,3828.4404,0.034244,0.0,0.0,1167.519,0.23385,0.8,2.66,0.02105,1.0,0.1438,116.50470000000004,0.089282,F-TIDAL BAR
15/9-19 A,3828.5928,0.029264,0.0,0.0,1963.9139,0.23981100000000002,0.8,2.66,0.0210495,1.0,0.1193,116.5083,0.06948500000000002,F-TIDAL BAR
15/9-19 A,3828.7452,0.033788,0.0,0.0,2073.7856,0.234859,0.8,2.66,0.0210489,1.0,0.1405,116.5119,0.062456,F-TIDAL BAR
15/9-19 A,3828.8976,0.0445,0.0,0.0,1058.264,0.200205,0.8,2.66,0.021048400000000002,1.0,0.218,116.51540000000004,0.064117,F-TIDAL BAR
15/9-19 A,3829.05,0.055052,0.0,0.0,598.2221,0.193574,0.8,2.66,0.0210478,1.0,0.2803,116.51899999999999,0.085748,F-TIDAL BAR
15/9-19 A,3829.2024,0.061227,0.0,0.0,802.4018999999997,0.20854299999999998,0.8,2.66,0.021047299999999998,1.0,0.2888,116.5226,0.084883,F-TIDAL BAR
15/9-19 A,3829.3548,0.056397,0.0,0.0,828.9581,0.17968399999999998,0.8,2.66,0.0210467,1.0,0.3082,116.52610000000004,0.05766,F-TIDAL BAR
15/9-19 A,3829.5072,0.049439,0.0,0.0,648.3951,0.200054,0.8,2.66,0.0210462,1.0,0.2435,116.5297,0.087621,F-TIDAL BAR
15/9-19 A,3829.6596,0.037402,0.0,0.0,670.4146,0.181202,0.8,2.66,0.0210457,1.0,0.2031,116.5332,0.069252,F-TIDAL BAR
15/9-19 A,3829.812,0.028124,0.0,0.0,310.5028,0.156522,0.8,2.66,0.0210451,1.0,0.1781,116.53680000000004,0.08445599999999999,F-UPPER SHOREFACE
15/9-19 A,3829.9644,0.026405,1.0,0.0,0.1,0.173342,0.8,2.71,0.0210446,0.0,0.1497,116.5404,0.057175,F-UPPER SHOREFACE
15/9-19 A,3830.1168,0.02389,1.0,0.0,0.1,0.10338900000000001,0.8,2.71,0.021044,0.0,0.2277,116.5439,0.023913,F-UPPER SHOREFACE
15/9-19 A,3830.2692,0.025232,1.0,0.0,0.1,0.103663,0.8,2.71,0.0210435,0.0,0.2418,116.54750000000004,0.052243,F-UPPER SHOREFACE
15/9-19 A,3830.4216,0.028081000000000002,1.0,0.0,0.1,0.145906,0.8,2.71,0.0210429,0.0,0.1893,116.5511,0.045252,F-UPPER SHOREFACE
15/9-19 A,3830.574,0.028766000000000003,1.0,0.0,0.1,0.159641,0.8,2.71,0.0210424,0.0,0.1767,116.5546,0.039447,F-UPPER SHOREFACE
15/9-19 A,3830.7264,0.029717,0.3968,0.0,456.691,0.135994,0.8,2.66,0.021041900000000002,1.0,0.2154,116.55820000000004,0.047592,F-UPPER SHOREFACE
15/9-19 A,3830.8788,0.038638,0.0,0.0,1663.2552,0.21666799999999997,0.8,2.66,0.0210413,1.0,0.1743,116.5617,0.056932,F-UPPER SHOREFACE
15/9-19 A,3831.0312,0.041761,0.0,0.0,1458.5094999999994,0.208521,0.8,2.66,0.0210408,1.0,0.1959,116.5653,0.056028999999999995,F-UPPER SHOREFACE
15/9-19 A,3831.1836,0.042622,0.0,0.0,1342.6643,0.239046,0.8,2.66,0.021040200000000002,1.0,0.1749,116.56890000000004,0.08715499999999997,F-UPPER SHOREFACE
15/9-19 A,3831.336,0.037953,0.0,0.0,2101.9866,0.243773,0.8,2.66,0.0210397,1.0,0.1522,116.5724,0.069728,F-UPPER SHOREFACE
15/9-19 A,3831.4884,0.03173,0.0,0.0,1576.2933,0.220667,0.8,2.66,0.021039099999999998,1.0,0.1407,116.57600000000001,0.063078,F-UPPER SHOREFACE
15/9-19 A,3831.6408,0.031752999999999997,0.0,0.0,979.9861,0.22834200000000002,0.8,2.66,0.0210386,1.0,0.1367,116.57960000000004,0.092835,F-UPPER SHOREFACE
15/9-19 A,3831.7932,0.03489,0.0,0.0,674.3089,0.21308200000000002,0.8,2.66,0.021038099999999997,1.0,0.1614,116.5831,0.097311,F-UPPER SHOREFACE
15/9-19 A,3831.9456,0.038089,0.0,0.0,366.8254,0.219669,0.8,2.66,0.0210375,1.0,0.1719,116.5867,0.132544,F-UPPER SHOREFACE
15/9-19 A,3832.098,0.039655,0.0,0.0,270.3671,0.236452,0.8,2.66,0.021037,1.0,0.1668,116.5902,0.162184,F-UPPER SHOREFACE
15/9-19 A,3832.2504,0.039631,0.0,0.0,294.156,0.23601599999999998,0.8,2.66,0.0210364,1.0,0.1668,116.5938,0.157728,F-UPPER SHOREFACE
15/9-19 A,3832.4028,0.040593000000000004,0.0,0.0,159.5846,0.244585,0.8,2.66,0.0210359,1.0,0.1658,116.5974,0.194854,F-UPPER SHOREFACE
15/9-19 A,3832.5552,0.042491,0.0,0.0,199.6771,0.260881,0.8,2.66,0.021035299999999996,1.0,0.1624,116.6009,0.198524,F-TIDAL BAR
15/9-19 A,3832.7076,0.043720999999999996,0.0,0.0,450.9527,0.26673600000000003,0.8,2.66,0.0210348,1.0,0.1624,116.6045,0.164417,F-TIDAL BAR
15/9-19 A,3832.86,0.043425,0.0,0.0,730.0944,0.26151199999999997,0.8,2.66,0.0210343,1.0,0.1639,116.6081,0.136524,F-TIDAL BAR
15/9-19 A,3833.0124,0.042079000000000005,0.0,0.0,991.6882,0.263282,0.8,2.66,0.021033700000000002,1.0,0.1573,116.6116,0.12332000000000005,F-TIDAL BAR
15/9-19 A,3833.1648,0.040214,0.0,0.0,1436.8618,0.26103200000000004,0.8,2.66,0.0210332,1.0,0.1512,116.6152,0.103427,F-TIDAL BAR
15/9-19 A,3833.3172,0.039211,0.0,0.0,914.7263,0.247428,0.8,2.66,0.0210326,1.0,0.156,116.6188,0.113126,F-TIDAL BAR
15/9-19 A,3833.4696,0.039991000000000006,0.0,0.0,982.7703,0.251629,0.8,2.66,0.0210321,1.0,0.1564,116.6223,0.113398,F-TIDAL BAR
15/9-19 A,3833.6220000000003,0.041602,0.0,0.0,1016.9464,0.267662,0.8,2.66,0.021031499999999998,1.0,0.153,116.6259,0.126,F-TIDAL BAR
15/9-19 A,3833.7744,0.043183,0.0,0.0,1153.3773,0.24754,0.8,2.66,0.021031,1.0,0.1714,116.6295,0.102039,F-TIDAL BAR
15/9-19 A,3833.9268,0.04623,0.0,0.0,702.3505,0.25037600000000004,0.8,2.66,0.0210305,1.0,0.1822,116.633,0.128495,F-TIDAL BAR
15/9-19 A,3834.0792,0.045827,0.0,0.0,923.9944,0.254824,0.8,2.66,0.0210299,1.0,0.1771,116.6366,0.11921400000000001,F-TIDAL BAR
15/9-19 A,3834.2316,0.04029,0.0,0.0,1004.7513,0.255932,0.8,2.66,0.0210294,1.0,0.1549,116.6402,0.116155,F-TIDAL BAR
15/9-19 A,3834.384,0.032855,0.0,0.0,880.5077999999999,0.268208,0.8,2.66,0.021028799999999997,1.0,0.1207,116.6437,0.133437,F-TIDAL BAR
15/9-19 A,3834.5364,0.028078,0.0,0.0,843.5389,0.272914,0.8,2.66,0.0210283,1.0,0.1015,116.6473,0.139689,F-TIDAL BAR
15/9-19 A,3834.6888,0.029146,0.0,0.0,719.7703,0.262902,0.8,2.66,0.0210277,1.0,0.1094,116.6509,0.13844700000000001,F-TIDAL BAR
15/9-19 A,3834.8412,0.032452999999999996,0.0,0.0,561.9421,0.26458000000000004,0.8,2.66,0.021027200000000003,1.0,0.1213,116.6544,0.151883,F-TIDAL BAR
15/9-19 A,3834.9936,0.034365,0.0,0.0,230.3254,0.25800500000000004,0.8,2.66,0.0210267,1.0,0.1327,116.65799999999999,0.189078,F-TIDAL BAR
15/9-19 A,3835.1459999999997,0.037744,0.0,0.0,281.286,0.26101399999999997,0.8,2.66,0.0210261,1.0,0.1438,116.6616,0.182107,F-TIDAL BAR
15/9-19 A,3835.2984,0.044081999999999996,0.0,0.0,105.2402,0.253396,0.8,2.66,0.0210256,1.0,0.1744,116.6651,0.222777,F-TIDAL BAR
15/9-19 A,3835.4508,0.051476,0.0,0.0,168.4271,0.25000300000000003,0.8,2.66,0.021025,1.0,0.2056,116.6687,0.197068,F-TIDAL BAR
15/9-19 A,3835.6032,0.05389,0.0,0.0,86.5168,0.216766,0.8,2.66,0.0210245,1.0,0.2497,116.6722,0.19967000000000001,F-TIDAL BAR
15/9-19 A,3835.7556,0.05204299999999999,0.0,0.0,6.542999999999999,0.18346500000000002,0.8,2.66,0.0210239,1.0,0.2929,116.6758,0.29466,F-OFFSHORE
15/9-19 A,3835.908,0.050605000000000004,1.0,0.0,0.1,0.15881999999999996,0.8,2.71,0.0210234,0.0,0.3324,116.6794,0.304757,F-OFFSHORE
15/9-19 A,3836.0604,0.045272,1.0,0.0,0.1,0.074156,0.8,2.71,0.0210229,0.0,0.6796,116.6829,0.368349,F-OFFSHORE
15/9-19 A,3836.2128,0.04641,1.0,0.0,0.1,0.052962,0.8,2.71,0.021022299999999997,0.0,0.9976,116.6865,0.371621,F-OFFSHORE
15/9-19 A,3836.3652,0.053084000000000006,1.0,0.0,0.1,0.07791199999999998,0.8,2.71,0.0210218,0.0,0.7203,116.6901,0.223583,F-OFFSHORE
15/9-19 A,3836.5176,0.057299,1.0,0.0,0.1,0.145284,0.8,2.71,0.0210212,0.0,0.3995,116.6936,0.165544,F-OFFSHORE
15/9-19 A,3836.67,0.049966,0.0,0.0,283.7355,0.165958,0.8,2.66,0.0210207,1.0,0.2988,116.6972,0.097194,F-OFFSHORE
15/9-19 A,3836.8224,0.043954,0.0,0.0,290.9731,0.163688,0.8,2.66,0.0210201,1.0,0.2664,116.7008,0.093961,F-OFFSHORE
15/9-19 A,3836.9748,0.044145,0.0,0.0,213.9106,0.166099,0.8,2.66,0.0210196,1.0,0.2646,116.7044,0.110951,F-TIDAL CHANNEL
15/9-19 A,3837.1272,0.048520999999999995,0.0,0.0,203.8423,0.19611800000000001,0.8,2.66,0.0210191,1.0,0.2465,116.7079,0.139961,F-TIDAL CHANNEL
15/9-19 A,3837.2796,0.050339999999999996,0.0,0.0,105.8087,0.179636,0.8,2.66,0.0210185,1.0,0.2811,116.7115,0.156951,F-TIDAL CHANNEL
15/9-19 A,3837.4320000000002,0.052474,0.0,0.0,110.8545,0.171537,0.8,2.66,0.021018000000000002,1.0,0.3067,116.715,0.147505,F-TIDAL CHANNEL
15/9-19 A,3837.5844,0.05382000000000001,0.0,0.0,57.8764,0.183822,0.8,2.66,0.021017400000000002,1.0,0.2955,116.7186,0.18978599999999998,F-TIDAL CHANNEL
15/9-19 A,3837.7368,0.048991,0.0,0.0,59.8421,0.157631,0.8,2.66,0.0210169,1.0,0.3138,116.7222,0.164893,F-TIDAL CHANNEL
15/9-19 A,3837.8892,0.04772,0.0,0.0,200.3104,0.182161,0.8,2.66,0.021016299999999998,1.0,0.261,116.7258,0.128398,F-TIDAL CHANNEL
15/9-19 A,3838.0416,0.04521,0.0,0.0,148.7157,0.160302,0.8,2.66,0.021015799999999998,1.0,0.2819,116.7293,0.12334,F-TIDAL CHANNEL
15/9-19 A,3838.1940000000004,0.046743,0.0,0.0,295.9705,0.170925,0.8,2.66,0.0210153,1.0,0.2713,116.7329,0.09957300000000001,F-TIDAL CHANNEL
15/9-19 A,3838.3464,0.04845,0.0,0.0,229.9149,0.182053,0.8,2.66,0.0210147,1.0,0.2648,116.7365,0.12165,F-TIDAL CHANNEL
15/9-19 A,3838.4988,0.04502,0.0,0.0,109.3076,0.133496,0.8,2.66,0.0210142,1.0,0.3383,116.74,0.11436900000000001,F-TIDAL CHANNEL
15/9-19 A,3838.6512,0.044377,0.0,0.0,96.7639,0.13494,0.8,2.66,0.0210136,1.0,0.3395,116.7436,0.12153399999999999,F-TIDAL CHANNEL
15/9-19 A,3838.8036,0.040419,1.0,0.0,0.1,0.119522,0.8,2.71,0.021013099999999996,0.0,0.3497,116.7472,0.12668,F-TIDAL CHANNEL
15/9-19 A,3838.9559999999997,0.036718,1.0,0.0,0.1,0.114678,0.8,2.71,0.0210125,0.0,0.3313,116.7507,0.115981,F-TIDAL CHANNEL
15/9-19 A,3839.1084,0.035396,1.0,0.0,0.1,0.120396,0.8,2.71,0.021012,0.0,0.304,116.7543,0.101398,F-TIDAL CHANNEL
15/9-19 A,3839.2608,0.036067,1.0,0.0,0.1,0.12146199999999999,0.8,2.71,0.021011500000000002,0.0,0.3093,116.7579,0.08801,F-TIDAL CHANNEL
15/9-19 A,3839.4132,0.039579,0.0,0.0,332.8044,0.14821800000000002,0.8,2.66,0.021010900000000002,1.0,0.2731,116.7614,0.073728,F-TIDAL CHANNEL
15/9-19 A,3839.5656,0.040503,0.0,0.0,191.5656,0.1446,0.8,2.66,0.021010400000000002,1.0,0.2782,116.765,0.097165,F-TIDAL CHANNEL
15/9-19 A,3839.718,0.043406,0.0,0.0,284.1543,0.17352,0.8,2.66,0.0210098,1.0,0.2488,116.7686,0.103845,F-TIDAL CHANNEL
15/9-19 A,3839.8704,0.044472000000000005,0.0,0.0,279.1561,0.188306,0.8,2.66,0.021009299999999998,1.0,0.2354,116.7721,0.117845,F-TIDAL CHANNEL
15/9-19 A,3840.0228,0.043762,0.0,0.0,371.9781,0.196102,0.8,2.66,0.0210088,1.0,0.2202,116.7757,0.110922,F-TIDAL CHANNEL
15/9-19 A,3840.1752,0.041048,0.0,0.0,298.3235,0.189607,0.8,2.66,0.021008199999999998,1.0,0.2135,116.7793,0.11579600000000001,F-TIDAL CHANNEL
15/9-19 A,3840.3276,0.037627999999999995,0.0,0.0,649.4176,0.17686400000000002,0.8,2.66,0.0210077,1.0,0.2111,116.7829,0.06693200000000002,F-TIDAL CHANNEL
15/9-19 A,3840.48,0.036099,0.0,0.0,628.0948,0.181496,0.8,2.66,0.0210071,1.0,0.1991,116.7864,0.07266,F-TIDAL CHANNEL
15/9-19 A,3840.6324,0.034964999999999996,0.0,0.0,825.3406,0.166373,0.8,2.66,0.021006599999999997,1.0,0.2173,116.79,0.046039,F-TIDAL CHANNEL
15/9-19 A,3840.7848,0.035617,0.0,0.0,384.5733,0.171456,0.8,2.66,0.021006,1.0,0.2203,116.7936,0.087408,F-TIDAL CHANNEL
15/9-19 A,3840.9372,0.035431,0.0,0.0,419.4082,0.163614,0.8,2.66,0.0210055,1.0,0.2276,116.7971,0.076252,F-TIDAL CHANNEL
15/9-19 A,3841.0896,0.035069,0.0,0.0,494.0696,0.15892,0.8,2.66,0.021005000000000003,1.0,0.2217,116.8007,0.064175,F-TIDAL CHANNEL
15/9-19 A,3841.242,0.035117,0.0,0.0,520.2087,0.169146,0.8,2.66,0.0210044,1.0,0.2064,116.8043,0.07077699999999999,F-TIDAL CHANNEL
15/9-19 A,3841.3944,0.036713,0.0,0.0,1410.7262,0.21882600000000002,0.8,2.66,0.021003900000000002,1.0,0.1667,116.8078,0.06679600000000001,F-TIDAL CHANNEL
15/9-19 A,3841.5468,0.036547,0.0,0.0,1641.1775,0.22854699999999997,0.8,2.66,0.0210033,1.0,0.1608,116.8114,0.068136,F-TIDAL CHANNEL
15/9-19 A,3841.6992,0.036388,0.0,0.0,1529.7587,0.204208,0.8,2.66,0.0210028,1.0,0.1794,116.815,0.049893,F-TIDAL CHANNEL
15/9-19 A,3841.8516,0.038357999999999996,0.0,0.0,910.2477,0.185888,0.8,2.66,0.021002200000000002,1.0,0.2065,116.8185,0.058660000000000004,F-TIDAL CHANNEL
15/9-19 A,3842.0040000000004,0.042558,0.0,0.0,808.6717999999997,0.194297,0.8,2.66,0.021001699999999998,1.0,0.2198,116.8221,0.071845,F-MOUTHBAR
15/9-19 A,3842.1564,0.045393,0.0,0.0,210.4231,0.18823099999999998,0.8,2.66,0.0210012,1.0,0.2416,116.8257,0.131417,F-MOUTHBAR
15/9-19 A,3842.3088,0.048711000000000004,0.0,0.0,222.9481,0.202631,0.8,2.66,0.021000599999999998,1.0,0.24,116.8293,0.141427,F-MOUTHBAR
15/9-19 A,3842.4612,0.051838999999999996,0.0,0.0,331.5728,0.2255,0.8,2.66,0.021000099999999997,1.0,0.2304,116.8328,0.142602,F-MOUTHBAR
15/9-19 A,3842.6136,0.053319000000000005,0.0,0.0,236.9439,0.232215,0.8,2.66,0.0209995,1.0,0.2331,116.8364,0.164786,F-MOUTHBAR
15/9-19 A,3842.7659999999996,0.050477,0.0,0.0,181.2574,0.176014,0.8,2.66,0.020999,1.0,0.28800000000000003,116.84,0.12775700000000004,F-MOUTHBAR
15/9-19 A,3842.9184,0.050447000000000006,0.0,0.0,78.1858,0.154921,0.8,2.66,0.0209985,1.0,0.3281,116.8435,0.149583,F-MOUTHBAR
15/9-19 A,3843.0708,0.053823,0.0,0.0,126.5167,0.167156,0.8,2.66,0.0209979,1.0,0.3275,116.8471,0.137233,F-MOUTHBAR
15/9-19 A,3843.2232,0.05686,0.0,0.0,100.3204,0.174702,0.8,2.66,0.020997400000000003,1.0,0.3313,116.8507,0.155136,F-MOUTHBAR
15/9-19 A,3843.3756,0.056115,1.0,0.0,0.1,0.145753,0.8,2.63,0.0209968,0.0,0.39399999999999996,116.8543,0.149286,F-MOUTHBAR
15/9-19 A,3843.528,0.050772000000000005,1.0,0.0,0.1,0.092561,0.8,2.63,0.0209963,0.0,0.5733,116.8578,0.183748,F-MOUTHBAR
15/9-19 A,3843.6804,0.058047,1.0,0.0,0.1,0.152222,0.8,2.63,0.0209957,0.0,0.4006,116.8614,0.14638800000000002,F-MOUTHBAR
15/9-19 A,3843.8328,0.060396000000000005,1.0,0.0,0.1,0.194914,0.8,2.63,0.0209952,0.0,0.3202,116.865,0.191447,F-MOUTHBAR
15/9-19 A,3843.9852,0.058789999999999995,0.0,0.0,53.918,0.20814499999999997,0.8,2.63,0.0209947,1.0,0.2852,116.8685,0.214825,F-MOUTHBAR
15/9-19 A,3844.1376,0.05673400000000001,0.0,0.0,124.5478,0.21636100000000003,0.8,2.63,0.020994099999999998,1.0,0.2634,116.8721,0.181728,F-MOUTHBAR
15/9-19 A,3844.29,0.056665,0.0,0.0,202.3596,0.251098,0.8,2.63,0.020993599999999998,1.0,0.2269,116.8757,0.189184,F-MOUTHBAR
15/9-19 A,3844.4424,0.053965,0.0,0.0,209.8801,0.238519,0.8,2.63,0.020993,1.0,0.2277,116.8792,0.176243,F-MOUTHBAR
15/9-19 A,3844.5948,0.052738,0.0,0.0,134.4648,0.238236,0.8,2.63,0.0209925,1.0,0.2228,116.8828,0.197476,F-MOUTHBAR
15/9-19 A,3844.7472,0.053029999999999994,0.0,0.0,216.2134,0.258264,0.8,2.63,0.0209919,1.0,0.2067,116.8864,0.192359,F-MOUTHBAR
15/9-19 A,3844.8996,0.050557,0.0,0.0,120.04899999999999,0.238841,0.8,2.63,0.0209914,1.0,0.2132,116.89,0.203485,F-MOUTHBAR
15/9-19 A,3845.052,0.048782,0.0,0.0,143.616,0.236076,0.8,2.63,0.020990900000000003,1.0,0.2082,116.8935,0.192379,F-MOUTHBAR
15/9-19 A,3845.2044,0.048559,0.0,0.0,201.8933,0.23987600000000003,0.8,2.63,0.0209903,1.0,0.2042,116.8971,0.17932,F-MOUTHBAR
15/9-19 A,3845.3568,0.048817,0.0,0.0,111.2266,0.234992,0.8,2.63,0.0209898,1.0,0.21,116.9007,0.203748,F-MOUTHBAR
15/9-19 A,3845.5092,0.048114,0.0,0.0,56.9076,0.22844099999999998,0.8,2.63,0.0209892,1.0,0.2131,116.9043,0.230262,F-MOUTHBAR
15/9-19 A,3845.6616,0.046529,0.0,0.0,60.5371,0.219707,0.8,2.63,0.0209887,1.0,0.2145,116.9078,0.21951500000000002,F-MOUTHBAR
15/9-19 A,3845.8140000000003,0.047585,0.0,0.0,122.6779,0.240355,0.8,2.63,0.020988200000000002,1.0,0.2005,116.9114,0.203786,F-MOUTHBAR
15/9-19 A,3845.9664,0.048687,0.0,0.0,159.0529,0.236627,0.8,2.63,0.0209876,1.0,0.20800000000000002,116.915,0.187942,F-MOUTHBAR
15/9-19 A,3846.1188,0.05101,0.0,0.0,157.4409,0.25401999999999997,0.8,2.63,0.020987099999999998,1.0,0.2026,116.9185,0.20389300000000002,F-MOUTHBAR
15/9-19 A,3846.2712,0.050868000000000003,0.0,0.0,66.3672,0.243364,0.8,2.63,0.0209865,1.0,0.21100000000000002,116.9221,0.236107,F-MOUTHBAR
15/9-19 A,3846.4236,0.05005,0.0,0.0,62.5944,0.238571,0.8,2.63,0.020986,1.0,0.2116,116.9257,0.23467,F-MOUTHBAR
15/9-19 A,3846.5759999999996,0.049485,0.0,0.0,101.6537,0.24845599999999998,0.8,2.63,0.0209854,1.0,0.2004,116.9293,0.220058,F-MOUTHBAR
15/9-19 A,3846.7284,0.047998,0.0,0.0,122.3885,0.23745300000000003,0.8,2.63,0.0209849,1.0,0.2031,116.9328,0.20132,F-MOUTHBAR
15/9-19 A,3846.8808,0.048139,0.0,0.0,180.1125,0.24296199999999998,0.8,2.63,0.020984400000000004,1.0,0.1989,116.9364,0.187573,F-MOUTHBAR
15/9-19 A,3847.0332,0.047623,0.0,0.0,154.1507,0.22895300000000002,0.8,2.63,0.0209838,1.0,0.2092,116.94,0.182631,F-MOUTHBAR
15/9-19 A,3847.1856,0.048346,0.0,0.0,82.6984,0.24247399999999997,0.8,2.63,0.0209833,1.0,0.2007,116.9436,0.22469899999999998,F-MOUTHBAR
15/9-19 A,3847.3379999999997,0.043209,0.0,0.0,12.415999999999999,0.167758,0.8,2.63,0.0209827,1.0,0.2599,116.9471,0.249786,F-MOUTHBAR
15/9-19 A,3847.4904,0.038731,1.0,0.0,0.1,0.122306,0.8,2.71,0.0209822,0.0,0.3224,116.9507,0.25765,F-MOUTHBAR
15/9-19 A,3847.6428,0.035222,1.0,0.0,0.1,0.096958,0.8,2.71,0.020981700000000002,0.0,0.3763,116.9543,0.23878600000000003,F-MOUTHBAR
15/9-19 A,3847.7952,0.034372,1.0,0.0,0.1,0.101552,0.8,2.71,0.0209811,0.0,0.3526,116.9578,0.204728,F-MOUTHBAR
15/9-19 A,3847.9476,0.026106999999999998,1.0,0.0,0.1,0.040034,0.8,2.71,0.0209806,0.0,0.7029,116.9614,0.218825,F-MOUTHBAR
15/9-19 A,3848.1,0.024578,1.0,0.0,0.1,0.031447,0.8,2.71,0.020980000000000002,0.0,0.8597,116.965,0.184165,F-MOUTHBAR
15/9-19 A,3848.2524,0.026195999999999997,1.0,0.0,0.1,0.03715,0.8,2.71,0.020979499999999998,0.0,0.7521,116.9686,0.202573,F-MOUTHBAR
15/9-19 A,3848.4048,0.028970999999999997,1.0,0.0,0.1,0.052296,0.8,2.71,0.0209789,0.0,0.5853,116.9721,0.16959200000000002,F-MOUTHBAR
15/9-19 A,3848.5572,0.037175,1.0,0.0,0.1,0.134231,0.8,2.71,0.0209784,0.0,0.2868,116.9757,0.190117,F-MOUTHBAR
15/9-19 A,3848.7096,0.039694,0.0,0.0,34.7295,0.17455599999999996,0.8,2.63,0.020977900000000004,1.0,0.23,116.9793,0.20619400000000002,F-MOUTHBAR
15/9-19 A,3848.862,0.041472,0.0,0.0,92.7441,0.20238699999999998,0.8,2.63,0.0209773,1.0,0.2062,116.9829,0.183534,F-MOUTHBAR
15/9-19 A,3849.0144,0.043148,0.0,0.0,82.0446,0.22283000000000003,0.8,2.63,0.0209768,1.0,0.1948,116.9864,0.207621,F-MOUTHBAR
15/9-19 A,3849.1668,0.044092,0.0,0.0,44.582,0.230372,0.8,2.63,0.0209762,1.0,0.1927,116.99,0.24375700000000003,F-MOUTHBAR
15/9-19 A,3849.3192,0.044285000000000005,0.0,0.0,148.31799999999998,0.237366,0.8,2.63,0.0209757,1.0,0.188,116.9936,0.191971,F-MOUTHBAR
