BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),KLOGH (MD),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),LITHOTYPE
0.040053,0,0,2059.4026,0.216372,0.8,2.63,0.020798,1,0.1818,118.1767,0.046359,F-MOUTHBAR
0.03735,0,0,2035.8733,0.205776,0.8,2.63,0.0207975,1,0.1781,118.1803,0.037495,F-MOUTHBAR
0.036034,0,0,1581.8767,0.203918,0.8,2.63,0.020797,1,0.1734,118.1839,0.048019,F-MOUTHBAR
0.036316,0,0,1632.7393,0.206314,0.8,2.63,0.0207964,1,0.1724,118.1875,0.048621,F-MOUTHBAR
0.038284,0,0,1417.2286,0.210698,0.8,2.63,0.0207959,1,0.1775,118.191,0.05935,F-MOUTHBAR
0.040991,0,0,1923.7098,0.209646,0.8,2.63,0.0207954,1,0.1915,118.1946,0.04367,F-MOUTHBAR
0.043472,0,0,2604.3628,0.211674,0.8,2.63,0.0207948,1,0.2018,118.1982,0.030854,F-MOUTHBAR
0.043847,0,0,1806.9934,0.203933,0.8,2.63,0.0207943,1,0.2116,118.2018,0.041612,F-MOUTHBAR
0.041535,0,0,1406.2275,0.176361,0.8,2.63,0.0207938,1,0.2315,118.2053,0.029204,F-MOUTHBAR
0.041686,0,0,1411.9523,0.194811,0.8,2.63,0.0207932,1,0.2101,118.2089,0.045408,F-MOUTHBAR
0.041425,0,0,1185.3987,0.199024,0.8,2.63,0.0207927,1,0.2033,118.2125,0.057592,F-MOUTHBAR
0.040998,0,0,986.4387,0.195145,0.8,2.63,0.0207922,1,0.2053,118.216,0.06301,F-MOUTHBAR
0.040348,0,0,1168.83,0.186289,0.8,2.63,0.0207916,1,0.2127,118.2196,0.046951,F-MOUTHBAR
0.041036,0,0,971.4965,0.192077,0.8,2.63,0.0207911,1,0.211,118.2232,0.061019,F-MOUTHBAR
0.041315,0,0,768.1691,0.180803,0.8,2.63,0.0207906,1,0.2263,118.2268,0.06233,F-MOUTHBAR
0.041831,0,0,1081.1962,0.178793,0.8,2.63,0.02079,1,0.2302,118.2303,0.044049,F-MOUTHBAR
0.042,0,0,492.8826,0.185899,0.8,2.63,0.0207895,1,0.2218,118.2339,0.088272,F-MOUTHBAR
0.041312,0,0,651.9463,0.184721,0.8,2.63,0.020789,1,0.2193,118.2375,0.073728,F-MOUTHBAR
0.041718,0,0,703.2502,0.194556,0.8,2.63,0.0207884,1,0.2116,118.2411,0.078816,F-MOUTHBAR
0.041537,0,0,432.5977,0.186058,0.8,2.63,0.0207879,1,0.222,118.2446,0.094709,F-MOUTHBAR
0.041841,0,0,443.6113,0.182584,0.8,2.63,0.0207874,1,0.2285,118.2482,0.090408,F-MOUTHBAR
0.042126,0,0,399.0626,0.176435,0.8,2.63,0.0207869,1,0.2386,118.2518,0.090049,F-MOUTHBAR
0.043788,0,0,259.4514,0.18928,0.8,2.63,0.0207863,1,0.2315,118.2554,0.122243,F-MOUTHBAR
0.043455,0,0,324.3029,0.173147,0.8,2.63,0.0207858,1,0.2509,118.2589,0.097136,F-MOUTHBAR
0.044188,0,0,390.4088,0.180444,0.8,2.63,0.0207853,1,0.2436,118.2625,0.09467,F-MOUTHBAR
0.043999,0,0,254.7376,0.178684,0.8,2.63,0.0207847,1,0.2435,118.2661,0.113709,F-MOUTHBAR
0.044216,0,0,266.1061,0.181305,0.8,2.63,0.0207842,1,0.2421,118.2696,0.113932,F-MOUTHBAR
0.045184,0,0,271.5921,0.192822,0.8,2.63,0.0207837,1,0.2342,118.2732,0.123184,F-MOUTHBAR
0.045247,0,0,512.1732,0.193379,0.8,2.63,0.0207831,1,0.2328,118.2768,0.093068,F-MOUTHBAR
0.043917,0,0,397.8886,0.178896,0.8,2.63,0.0207826,1,0.2436,118.2804,0.092379,F-MOUTHBAR
0.04346,0,0,376.7244,0.178747,0.8,2.63,0.0207821,1,0.2412,118.2839,0.094884,F-MOUTHBAR
0.044633,0,0,231.3847,0.194577,0.8,2.63,0.0207815,1,0.2281,118.2875,0.132476,F-MOUTHBAR
0.044901,0,0,253.2112,0.18087,0.8,2.63,0.020781,1,0.2464,118.2911,0.115942,F-MOUTHBAR
0.046216,0,0,252.9286,0.174988,0.8,2.63,0.0207805,1,0.26,118.2947,0.110767,F-MOUTHBAR
0.047181,0,0,206.0512,0.170774,0.8,2.63,0.0207799,1,0.2719,118.2982,0.116913,F-MOUTHBAR
0.047993,0,0,305.3058,0.180585,0.8,2.63,0.0207794,1,0.2626,118.3018,0.10666,F-MOUTHBAR
0.047621,0,0,354.0085,0.186271,0.8,2.63,0.0207789,1,0.2519,118.3054,0.104573,F-MOUTHBAR
0.04651,0,0,319.3015,0.178562,0.8,2.63,0.0207784,1,0.2567,118.309,0.102699,F-MOUTHBAR
0.047285,0,0,370.3264,0.184152,0.8,2.63,0.0207778,1,0.2558,118.3125,0.100515,F-MOUTHBAR
0.04891,0,0,394.8304,0.190437,0.8,2.63,0.0207773,1,0.2577,118.3161,0.10301,F-MOUTHBAR
0.050234,0,0,283.1278,0.190821,0.8,2.63,0.0207768,1,0.2638,118.3197,0.119398,F-MOUTHBAR
0.051385,0,0,194.6182,0.191835,0.8,2.63,0.0207762,1,0.2681,118.3232,0.138388,F-MOUTHBAR
0.052419,0,0,386.4513,0.193249,0.8,2.63,0.0207757,1,0.271,118.3268,0.106544,F-MOUTHBAR
0.053388,0,0,337.7693,0.199636,0.8,2.63,0.0207752,1,0.2651,118.3304,0.118718,F-MOUTHBAR
0.052254,0,0,275.0692,0.186719,0.8,2.63,0.0207746,1,0.2783,118.334,0.117146,F-MOUTHBAR
0.048678,0,0,138.8916,0.144949,0.8,2.63,0.0207741,1,0.3378,118.3375,0.11299,F-MOUTHBAR
0.050938,0,0,81.2593,0.162771,0.8,2.63,0.0207736,1,0.3137,118.3411,0.154699,F-MOUTHBAR
0.051983,0,0,113.4152,0.167086,0.8,2.63,0.020773,1,0.3111,118.3447,0.142447,F-MOUTHBAR
0.051358,0,0,133.6076,0.1768,0.8,2.63,0.0207725,1,0.2899,118.3483,0.143175,F-MOUTHBAR
0.047813,0,0,299.0058,0.188223,0.8,2.63,0.020772,1,0.2531,118.3518,0.114456,F-MOUTHBAR
0.042727,0,0,237.3803,0.192908,0.8,2.63,0.0207715,1,0.2198,118.3554,0.129757,F-MOUTHBAR
0.040403,0,0,321.6232,0.200013,0.8,2.63,0.0207709,1,0.1991,118.359,0.121417,F-MOUTHBAR
0.04085,0,0,405.3103,0.204289,0.8,2.63,0.0207704,1,0.1963,118.3626,0.114058,F-MOUTHBAR
0.040555,0,0,286.722,0.198365,0.8,2.63,0.0207699,1,0.2,118.3661,0.125495,F-MOUTHBAR
0.036393,0,0,52.7678,0.143942,0.8,2.63,0.0207693,1,0.2487,118.3697,0.158796,F-MOUTHBAR
0.038718,0,0,15.6224,0.185132,0.8,2.65,0.0207688,1,0.219,118.3733,0.254146,F-MOUTHBAR
0.038056,1,0,0.1,0.157964,0.8,2.65,0.0207683,0,0.2494,118.3768,0.278903,F-TIDAL BAR
0.038236,1,0,0.1,0.133573,0.8,2.65,0.0207677,0,0.2953,118.3804,0.282718,F-TIDAL BAR
0.039949,1,0,0.1,0.119515,0.8,2.65,0.0207672,0,0.3437,118.384,0.274476,F-TIDAL BAR
0.042431,1,0,0.1,0.108153,0.8,2.65,0.0207667,0,0.4025,118.3876,0.275932,F-TIDAL BAR
0.056104,0,0,35.8037,0.225567,0.8,2.65,0.0207661,1,0.2513,118.3911,0.250068,F-TIDAL BAR
0.059869,0,0,66.7805,0.228771,0.8,2.65,0.0207656,1,0.2624,118.3947,0.222835,F-TIDAL BAR
0.062963,0,0,77.6683,0.24396,0.8,2.65,0.0207651,1,0.2586,118.3983,0.229049,F-TIDAL BAR
0.063245,0,0,71.6957,0.244717,0.8,2.65,0.0207646,1,0.2591,118.4019,0.233583,F-TIDAL BAR
0.061277,0,0,69.7694,0.232917,0.8,2.65,0.020764,1,0.2639,118.4054,0.224408,F-TIDAL BAR
0.059083,0,0,108.6191,0.224333,0.8,2.65,0.0207635,1,0.2644,118.409,0.195417,F-TIDAL BAR
0.058762,0,0,85.8393,0.23896,0.8,2.65,0.020763,1,0.247,118.4126,0.219777,F-TIDAL BAR
0.056547,0,0,94.662,0.220515,0.8,2.65,0.0207624,1,0.2575,118.4162,0.19866,F-TIDAL BAR
0.05655,0,0,109.4204,0.23226,0.8,2.65,0.0207619,1,0.2444,118.4197,0.201788,F-TIDAL BAR
0.055411,0,0,167.5312,0.222593,0.8,2.65,0.0207614,1,0.2501,118.4233,0.172961,F-TIDAL BAR
0.054963,0,0,174.6321,0.218348,0.8,2.65,0.0207608,1,0.2527,118.4269,0.167184,F-TIDAL BAR
0.055496,0,0,63.5774,0.225108,0.8,2.65,0.0207603,1,0.247,118.4304,0.221951,F-TIDAL BAR
0.056647,0,0,119.0458,0.23891,0.8,2.65,0.0207598,1,0.2375,118.434,0.203951,F-TIDAL BAR
0.056785,0,0,195.3111,0.237825,0.8,2.65,0.0207593,1,0.239,118.4376,0.179097,F-TIDAL BAR
0.056169,0,0,199.8895,0.228685,0.8,2.65,0.0207587,1,0.2457,118.4412,0.169854,F-TIDAL BAR
0.056069,0,0,222.003,0.229848,0.8,2.65,0.0207582,1,0.2441,118.4447,0.165825,F-TIDAL BAR
0.055532,0,0,82.6651,0.224878,0.8,2.65,0.0207577,1,0.2473,118.4483,0.209078,F-TIDAL BAR
0.056028,0,0,92.1681,0.235536,0.8,2.65,0.0207571,1,0.2381,118.4519,0.213301,F-TIDAL BAR
0.055609,0,0,152.0886,0.230974,0.8,2.65,0.0207566,1,0.2412,118.4555,0.185078,F-TIDAL BAR
0.056017,0,0,152.6089,0.238653,0.8,2.65,0.0207561,1,0.2363,118.459,0.191738,F-TIDAL BAR
0.055045,0,0,165.6,0.226781,0.8,2.65,0.0207555,1,0.2451,118.4626,0.177243,F-TIDAL BAR
0.054684,0,0,96.4844,0.225329,0.8,2.65,0.020755,1,0.2452,118.4662,0.202019,F-TIDAL BAR
0.055325,0,0,109.9382,0.230384,0.8,2.65,0.0207545,1,0.2408,118.4698,0.200214,F-TIDAL BAR
0.056495,0,0,92.6948,0.22856,0.8,2.65,0.020754,1,0.2471,118.4733,0.206825,F-TIDAL BAR
0.05838,0,0,135.5949,0.237052,0.8,2.65,0.0207534,1,0.2462,118.4769,0.196019,F-TIDAL BAR
0.058575,0,0,102.7773,0.242183,0.8,2.65,0.0207529,1,0.2416,118.4805,0.213951,F-TIDAL BAR
0.056427,0,0,69.8484,0.238581,0.8,2.65,0.0207524,1,0.236,118.484,0.229388,F-TIDAL BAR
0.053856,0,0,138.643,0.238183,0.8,2.65,0.0207518,1,0.2259,118.4876,0.195951,F-TIDAL BAR
0.050782,0,0,84.0707,0.217372,0.8,2.65,0.0207513,1,0.2337,118.4912,0.201592,F-TIDAL BAR
0.049853,0,0,141.694,0.218994,0.8,2.65,0.0207508,1,0.228,118.4948,0.177845,F-TIDAL BAR
0.046563,0,0,34.3894,0.186582,0.8,2.65,0.0207502,1,0.25,118.4983,0.217359,F-TIDAL BAR
0.045699,0,0,155.2045,0.194765,0.8,2.65,0.0207497,1,0.235,118.5019,0.151913,F-TIDAL BAR
0.044376,0,0,86.1595,0.185948,0.8,2.65,0.0207492,1,0.2387,118.5055,0.172476,F-TIDAL BAR
0.045886,0,0,75.7077,0.203339,0.8,2.65,0.0207487,1,0.2261,118.5091,0.194175,F-TIDAL BAR
0.048192,0,0,81.2644,0.213104,0.8,2.65,0.0207481,1,0.2276,118.5126,0.199437,F-TIDAL BAR
0.049764,0,0,79.148,0.197276,0.8,2.65,0.0207476,1,0.2557,118.5162,0.186641,F-TIDAL BAR
0.051503,0,0,49.9553,0.185433,0.8,2.65,0.0207471,1,0.2822,118.5198,0.19832,F-TIDAL BAR
0.0527,0,0,29.3792,0.174637,0.8,2.65,0.0207465,1,0.3078,118.5234,0.21434,F-TIDAL BAR
0.054841,0,0,37.5673,0.181594,0.8,2.65,0.020746,1,0.3078,118.5269,0.20866,F-TIDAL BAR
0.057438,0,0,28.9716,0.198618,0.8,2.65,0.0207455,1,0.2938,118.5305,0.23633,F-TIDAL BAR
0.056151,0,0,12.3825,0.171958,0.8,2.65,0.020745,1,0.3315,118.5341,0.25365,F-TIDAL BAR
0.057443,0,0,23.5027,0.17943,0.8,2.65,0.0207444,1,0.3242,118.5377,0.229369,F-TIDAL BAR
0.058319,0,0,14.9546,0.185382,0.8,2.65,0.0207439,1,0.3181,118.5412,0.256476,F-TIDAL BAR
0.059713,0,0,29.8705,0.201019,0.8,2.65,0.0207434,1,0.2997,118.5448,0.23699,F-TIDAL BAR
0.060505,0,0,81.1064,0.21243,0.8,2.65,0.0207428,1,0.2869,118.5484,0.198932,F-TIDAL BAR
0.059785,0,0,24.8856,0.204324,0.8,2.65,0.0207423,1,0.2947,118.5519,0.248738,F-TIDAL BAR
0.061128,0,0,46.4122,0.21709,0.8,2.65,0.0207418,1,0.2835,118.5555,0.23001,F-TIDAL BAR
0.061768,0,0,35.1033,0.216554,0.8,2.65,0.0207412,1,0.2871,118.5591,0.24301,F-TIDAL BAR
0.062292,0,0,54.0922,0.22004,0.8,2.65,0.0207407,1,0.2849,118.5627,0.225243,F-TIDAL BAR
0.061823,0,0,125.536,0.219455,0.8,2.65,0.0207402,1,0.2827,118.5662,0.184097,F-TIDAL BAR
0.061561,0,0,69.5893,0.225382,0.8,2.65,0.0207397,1,0.273,118.5698,0.217835,F-TIDAL BAR
0.060999,0,0,68.8669,0.227437,0.8,2.65,0.0207391,1,0.268,118.5734,0.220165,F-TIDAL BAR
0.060348,0,0,41.1096,0.2281,0.8,2.65,0.0207386,1,0.2647,118.577,0.24565,F-TIDAL BAR
0.060621,0,0,38.0175,0.237868,0.8,2.65,0.0207381,1,0.255,118.5805,0.258107,F-TIDAL BAR
0.059543,0,0,16.5251,0.216263,0.8,2.65,0.0207375,1,0.2758,118.5841,0.279107,F-TIDAL BAR
0.061143,0,0,22.6199,0.215678,0.8,2.65,0.020737,1,0.2844,118.5877,0.263437,F-TIDAL BAR
0.064548,0,0,27.6914,0.227719,0.8,2.65,0.0207365,1,0.2841,118.5912,0.264379,F-TIDAL BAR
0.066666,0,0,28.9978,0.230222,0.8,2.65,0.020736,1,0.2897,118.5948,0.264379,F-TIDAL BAR
0.066969,0,0,28.3912,0.237069,0.8,2.65,0.0207354,1,0.2843,118.5984,0.271485,F-TIDAL BAR
0.063279,0,0,14.4658,0.212042,0.8,2.65,0.0207349,1,0.3038,118.602,0.281777,F-TIDAL BAR
0.061179,0,0,16.8697,0.191421,0.8,2.65,0.0207344,1,0.3261,118.6055,0.256029,F-TIDAL BAR
0.061747,0,0,5.7602,0.174122,0.8,2.65,0.0207338,1,0.3614,118.6091,0.292505,F-TIDAL BAR
0.064968,0,0,5.1764,0.176208,0.8,2.65,0.0207333,1,0.3746,118.6127,0.299515,F-TIDAL BAR
0.0676,0,0,6.1368,0.179985,0.8,2.65,0.0207328,1,0.3817,118.6162,0.29466,F-TIDAL BAR
0.06549,0,0,4.3432,0.149849,0.8,2.65,0.0207323,1,0.4459,118.6198,0.284553,F-TIDAL BAR
0.06658,0,0,3.7332,0.154576,0.8,2.65,0.0207317,1,0.4427,118.6234,0.296058,F-TIDAL BAR
0.065643,0,0,7.2268,0.14598,0.8,2.65,0.0207312,1,0.4601,118.627,0.256544,F-TIDAL BAR
0.06618,0,0,6.1409,0.152945,0.8,2.65,0.0207307,1,0.4405,118.6305,0.270592,F-TIDAL BAR
0.062585,0,0,6.869,0.124437,0.8,2.65,0.0207301,1,0.5189,118.6341,0.239845,F-TIDAL BAR
0.058432,0,0,11.5121,0.089328,0.8,2.65,0.0207296,0,0.6935,118.6377,0.183718,F-TIDAL BAR
0.070157,0,0,42.2198,0.152183,0.8,2.65,0.0207291,0,0.4835,118.6413,0.176883,F-TIDAL BAR
0.080345,0,0,36.2736,0.230502,0.8,2.65,0.0207286,0,0.3624,118.6448,0.253825,F-TIDAL BAR
0.066688,0,0,5.1686,0.125282,0.8,2.65,0.020728,0,0.5645,118.6484,0.25432,F-TIDAL BAR
0.069953,0,0,8.5952,0.188936,0.8,2.65,0.0207275,0,0.3896,118.652,0.286359,F-TIDAL BAR
0.066389,0,0,0.1,0.066389,0.9,2.66,0.0205243,0,1,120.0393,0.1978,F-TIDAL CHANNEL
0.145023,1,0,0.1,0.151195,0.9,2.71,0.0205238,0,0.9592,120.0429,0.1568,F-TIDAL CHANNEL
0.147389,1,0,0.1,0.147389,0.9,2.71,0.0205233,0,1,120.0465,0.1744,F-TIDAL CHANNEL
0.141156,1,0,0.1,0.141156,0.9,2.71,0.0205228,0,1,120.05,0.1931,F-TIDAL CHANNEL
0.171245,1,0,0.1,0.171245,0.9,2.71,0.0205223,0,1,120.0536,0.1687,F-TIDAL CHANNEL
0.183383,0,0,430.6762,0.203607,0.9,2.66,0.0205217,1,0.9007,120.0572,0.1105,F-TIDAL CHANNEL
0.181017,0,0,1777.7124,0.223247,0.9,2.66,0.0205212,1,0.8108,120.0608,0.0596,F-TIDAL CHANNEL
0.201485,0,0,2977.1294,0.223891,0.9,2.66,0.0205207,1,0.8999,120.0644,0.0353,F-TIDAL CHANNEL
0.21672,0,0,2833.4731,0.21672,0.9,2.66,0.0205202,1,1,120.068,0.0313,F-TIDAL CHANNEL
0.223717,0,0,3445.3123,0.227054,0.9,2.66,0.0205197,1,0.9853,120.0716,0.031,F-TIDAL CHANNEL
0.213797,0,0,3291.1042,0.233763,0.9,2.66,0.0205191,1,0.9146,120.0752,0.0392,F-TIDAL CHANNEL
0.214429,0,0,2746.6008,0.227689,0.9,2.66,0.0205186,1,0.9418,120.0787,0.0425,F-TIDAL CHANNEL
0.204669,0,0,1773.3679,0.204669,0.9,2.66,0.0205181,1,1,120.0823,0.0432,F-TIDAL CHANNEL
0.199573,0,0,1716.1442,0.199573,0.9,2.66,0.0205176,1,1,120.0859,0.0402,F-TIDAL CHANNEL
0.201497,0,0,1650.1589,0.201497,0.9,2.66,0.0205171,1,1,120.0895,0.0438,F-TIDAL CHANNEL
0.205034,0,0,1694.1643,0.205034,0.9,2.66,0.0205165,1,1,120.0931,0.0457,F-TIDAL CHANNEL
0.201665,0,0,1609.6985,0.201665,0.9,2.66,0.020516,1,1,120.0967,0.0452,F-TIDAL CHANNEL
0.194531,0,0,1672.0432,0.194531,0.9,2.66,0.0205155,1,1,120.1003,0.037,F-TIDAL CHANNEL
0.196676,0,0,2024.2516,0.196676,0.9,2.66,0.020515,1,1,120.1039,0.0297,F-TIDAL CHANNEL
0.19216,0,0,1687.6732,0.19216,0.9,2.66,0.0205145,1,1,120.1074,0.0344,F-TIDAL CHANNEL
0.199286,0,0,1583.7467,0.199286,0.9,2.66,0.0205139,1,1,120.111,0.0438,F-TIDAL CHANNEL
0.204972,0,0,1552.3571,0.204972,0.9,2.66,0.0205134,1,1,120.1146,0.0499,F-TIDAL CHANNEL
0.20548,0,0,1393.0587,0.209295,0.9,2.66,0.0205129,1,0.9818,120.1182,0.0589,F-TIDAL CHANNEL
0.201734,0,0,1957.3539,0.201734,0.9,2.66,0.0205124,1,1,120.1218,0.0358,F-TIDAL CHANNEL
0.201688,0,0,1906.0927,0.201688,0.9,2.66,0.0205119,1,1,120.1254,0.037,F-TIDAL CHANNEL
0.20508,0,0,2131.6262,0.20508,0.9,2.66,0.0205113,1,1,120.129,0.0347,F-TIDAL CHANNEL
0.195727,0,0,2153.1682,0.195727,0.9,2.66,0.0205108,1,1,120.1325,0.0259,F-TIDAL CHANNEL
0.201223,0,0,2024.4928,0.201223,0.9,2.66,0.0205103,1,1,120.1361,0.0337,F-TIDAL CHANNEL
0.190425,0,0,1534.5706,0.190425,0.9,2.66,0.0205098,1,1,120.1397,0.0375,F-TIDAL CHANNEL
0.18115,0,0,747.3668,0.18115,0.9,2.66,0.0205093,1,1,120.1433,0.064,F-TIDAL CHANNEL
0.185112,0,0,1127.7891,0.185112,0.9,2.66,0.0205087,1,1,120.1469,0.0476,F-TIDAL CHANNEL
0.197082,0,0,1651.3619,0.197082,0.9,2.66,0.0205082,1,1,120.1505,0.0399,F-TIDAL CHANNEL
0.192592,0,0,1295.22,0.192592,0.9,2.66,0.0205077,1,1,120.1541,0.0476,F-TIDAL CHANNEL
0.195913,0,0,1499.3589,0.195913,0.9,2.66,0.0205072,1,1,120.1576,0.0435,F-TIDAL CHANNEL
0.200171,0,0,1456.5662,0.200171,0.9,2.66,0.0205067,1,1,120.1612,0.0487,F-TIDAL CHANNEL
0.184636,0,0,1247.6792,0.184636,0.9,2.66,0.0205061,1,1,120.1648,0.0423,F-TIDAL CHANNEL
0.191413,0,0,1550.847,0.191413,0.9,2.66,0.0205056,1,1,120.1684,0.0379,F-TIDAL CHANNEL
0.183343,0,0,1351.7335,0.183343,0.9,2.66,0.0205051,1,1,120.172,0.0373,F-TIDAL CHANNEL
0.191824,0,0,1018.5989,0.191824,0.9,2.66,0.0205046,1,1,120.1756,0.0585,F-TIDAL CHANNEL
0.204916,0,0,1712.0773,0.204916,0.9,2.66,0.0205041,1,1,120.1792,0.0451,F-TIDAL CHANNEL
0.199496,0,0,1570.5033,0.199496,0.9,2.66,0.0205036,1,1,120.1827,0.0444,F-TIDAL CHANNEL
0.205119,0,0,1110.2273,0.205119,0.9,2.66,0.020503,1,1,120.1863,0.0662,F-TIDAL CHANNEL
0.20566,0,0,1349.9084,0.20566,0.9,2.66,0.0205025,1,1,120.1899,0.0572,F-TIDAL CHANNEL
0.214165,0,0,1791.4108,0.214165,0.9,2.66,0.020502,1,1,120.1935,0.0511,F-TIDAL CHANNEL
0.199435,0,0,1419.6603,0.199435,0.9,2.66,0.0205015,1,1,120.1971,0.0493,F-TIDAL CHANNEL
0.190119,0,0,1297.9623,0.204504,0.9,2.66,0.020501,1,0.9297,120.2007,0.0581,F-TIDAL CHANNEL
0.201698,0,0,1268.6204,0.215424,0.9,2.66,0.0205004,1,0.9363,120.2043,0.0689,F-TIDAL CHANNEL
0.204551,0,0,1169.5033,0.204551,0.9,2.66,0.0204999,1,1,120.2078,0.0632,F-TIDAL CHANNEL
0.20609,0,0,1424.6982,0.20609,0.9,2.66,0.0204994,1,1,120.2114,0.055,F-TIDAL CHANNEL
0.207449,0,0,1766.1827,0.207449,0.9,2.66,0.0204989,1,1,120.215,0.0458,F-TIDAL CHANNEL
0.204555,0,0,1220.2151,0.204555,0.9,2.66,0.0204984,1,1,120.2186,0.0611,F-TIDAL CHANNEL
0.20001,0,0,1096.3671,0.20001,0.9,2.66,0.0204978,1,1,120.2222,0.0622,F-TIDAL CHANNEL
0.201489,0,0,1098.8202,0.201489,0.9,2.66,0.0204973,1,1,120.2258,0.0634,F-TIDAL CHANNEL
0.205257,0,0,1585.7299,0.205257,0.9,2.66,0.0204968,1,1,120.2294,0.0491,F-TIDAL CHANNEL
0.201981,0,0,1521.4657,0.201981,0.9,2.66,0.0204963,1,1,120.2329,0.0482,F-TIDAL CHANNEL
0.19868,0,0,1525.8152,0.203121,0.9,2.66,0.0204958,1,0.9781,120.2365,0.0491,F-TIDAL CHANNEL
0.189563,0,0,1225.0044,0.198143,0.9,2.66,0.0204953,1,0.9567,120.2401,0.0552,F-TIDAL CHANNEL
0.197672,0,0,1623.822,0.204644,0.9,2.66,0.0204947,1,0.9659,120.2437,0.0474,F-TIDAL CHANNEL
0.202051,0,0,1195.5942,0.202051,0.9,2.66,0.0204942,1,1,120.2473,0.0599,F-TIDAL CHANNEL
0.200186,0,0,1603.6694,0.200186,0.9,2.66,0.0204937,1,1,120.2509,0.044,F-TIDAL CHANNEL
0.198873,0,0,1305.6033,0.198873,0.9,2.66,0.0204932,1,1,120.2544,0.0528,F-TIDAL CHANNEL
0.195167,0,0,909.435,0.195167,0.9,2.66,0.0204927,1,1,120.258,0.067,F-TIDAL CHANNEL
0.195143,0,0,921.8901,0.195143,0.9,2.66,0.0204921,1,1,120.2616,0.0663,F-TIDAL CHANNEL
0.202143,0,0,1446.84,0.202143,0.9,2.66,0.0204916,1,1,120.2652,0.0507,F-TIDAL CHANNEL
0.205302,0,0,1664.3273,0.209224,0.9,2.66,0.0204911,1,0.9813,120.2688,0.0503,F-TIDAL CHANNEL
0.165035,0,0,1809.6713,0.213317,0.9,2.66,0.0204906,1,0.7737,120.2724,0.0499,F-TIDAL CHANNEL
0.203824,0,0,1837.4412,0.203824,0.9,2.66,0.0204901,1,1,120.276,0.0407,F-TIDAL CHANNEL
0.176738,0,0,1235.5028,0.176738,0.9,2.66,0.0204896,1,1,120.2795,0.0358,F-TIDAL CHANNEL
0.195234,0,0,1701.2073,0.195234,0.9,2.66,0.020489,1,1,120.2831,0.0368,F-TIDAL CHANNEL
0.192579,0,0,1599.6709,0.192579,0.9,2.66,0.0204885,1,1,120.2867,0.0374,F-TIDAL CHANNEL
0.161385,1,0,0.1,0.161385,0.9,2.71,0.020488,0,1,120.2903,0.0382,F-TIDAL CHANNEL
0.148084,1,0,0.1,0.148084,0.9,2.71,0.0204875,0,1,120.2939,0.065,F-TIDAL CHANNEL
0.140342,1,0,0.1,0.140342,0.9,2.71,0.020487,0,1,120.2974,0.0809,F-TIDAL BAR
0.183641,0.552,0,415.9562,0.183641,0.9,2.71,0.0204865,1,1,120.301,0.0945,F-TIDAL BAR
0.190817,0,0,294.0807,0.200252,0.9,2.66,0.0204859,1,0.9529,120.3046,0.1259,F-TIDAL BAR
0.197378,0,0,263.4708,0.209636,0.9,2.66,0.0204854,1,0.9415,120.3082,0.1396,F-TIDAL BAR
0.204786,0,0,198.1534,0.215638,0.9,2.66,0.0204849,1,0.9497,120.3118,0.1587,F-TIDAL BAR
0.204508,0,0,143.181,0.209422,0.9,2.66,0.0204844,1,0.9765,120.3154,0.1688,F-TIDAL BAR
0.200504,0,0,175.6753,0.200504,0.9,2.66,0.0204839,1,1,120.3189,0.151,F-TIDAL BAR
0.20052,0,0,183.86,0.202802,0.9,2.66,0.0204833,1,0.9887,120.3225,0.1509,F-TIDAL BAR
0.198879,0,0,108.3661,0.205995,0.9,2.66,0.0204828,1,0.9655,120.3261,0.1792,F-TIDAL BAR
0.197803,0,0,66.75,0.207496,0.9,2.66,0.0204823,1,0.9533,120.3297,0.2039,F-TIDAL BAR
0.198617,0,0,70.8409,0.214444,0.9,2.66,0.0204818,1,0.9262,120.3333,0.2073,F-TIDAL BAR
0.197665,0,0,86.9029,0.209034,0.9,2.66,0.0204813,1,0.9456,120.3368,0.1926,F-TIDAL BAR
0.199449,0,0,115.7218,0.205037,0.9,2.66,0.0204808,1,0.9728,120.3404,0.1752,F-TIDAL BAR
0.206188,0,0,106.0566,0.21191,0.9,2.66,0.0204802,1,0.973,120.344,0.1855,F-TIDAL BAR
0.206529,0,0,119.9828,0.21326,0.9,2.66,0.0204797,1,0.9684,120.3476,0.1808,F-TIDAL BAR
0.205048,0,0,62.8948,0.208746,0.9,2.66,0.0204792,1,0.9823,120.3512,0.2079,F-TIDAL BAR
0.206419,0,0,63.6282,0.206419,0.9,2.66,0.0204787,1,1,120.3547,0.2053,F-TIDAL BAR
0.20463,0,0,170.4311,0.21137,0.9,2.66,0.0204782,1,0.9681,120.3583,0.1622,F-TIDAL BAR
0.203133,0,0,102.9052,0.212222,0.9,2.66,0.0204777,1,0.9572,120.3619,0.1873,F-TIDAL BAR
0.207542,0,0,140.4668,0.220956,0.9,2.66,0.0204771,1,0.9393,120.3655,0.18,F-TIDAL BAR
0.207656,0,0,70.2156,0.216697,0.9,2.66,0.0204766,1,0.9583,120.369,0.2097,F-TIDAL BAR
