BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),KLOGH (MD),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),LITHOTYPE
0.043873,0,0,41.9432,0.208317,0.8,2.65,0.020947,1,0.2108,117.1831,0.227097,F-TIDAL BAR
0.045708,0,0,31.6676,0.210766,0.8,2.65,0.0209465,1,0.2172,117.1867,0.242835,F-TIDAL BAR
0.044884,0,0,69.08,0.193582,0.8,2.65,0.020946,1,0.2339,117.1903,0.189922,F-TIDAL BAR
0.042354,0,0,66.4277,0.198359,0.8,2.65,0.0209454,1,0.216,117.1938,0.196058,F-TIDAL BAR
0.036775,0,0,44.5782,0.183303,0.8,2.65,0.0209449,1,0.2028,117.1974,0.201922,F-TIDAL BAR
0.033825,0,0,77.9693,0.185397,0.8,2.65,0.0209443,1,0.1871,117.201,0.176806,F-TIDAL BAR
0.035049,0,0,42.632,0.181098,0.8,2.65,0.0209438,1,0.2001,117.2046,0.202117,F-TIDAL BAR
0.038979,0,0,76.8202,0.176235,0.8,2.65,0.0209433,1,0.2275,117.2082,0.169379,F-TIDAL BAR
0.042019,0,0,58.3374,0.174063,0.8,2.65,0.0209427,1,0.2476,117.2117,0.180728,F-TIDAL BAR
0.042366,0,0,108.3208,0.18601,0.8,2.65,0.0209422,1,0.2326,117.2153,0.161485,F-TIDAL BAR
0.037087,0,0,95.7997,0.168157,0.8,2.65,0.0209416,1,0.2238,117.2189,0.151544,F-TIDAL BAR
0.031439,0,0,140.9526,0.165955,0.8,2.65,0.0209411,1,0.1921,117.2225,0.130951,F-TIDAL BAR
0.0284,0,0,86.5671,0.160023,0.8,2.65,0.0209406,1,0.1813,117.226,0.149204,F-TIDAL BAR
0.030962,0,0,72.9288,0.163769,0.8,2.65,0.02094,1,0.1937,117.2296,0.160806,F-TIDAL BAR
0.036028,0,0,54.4206,0.187197,0.8,2.65,0.0209395,1,0.1973,117.2332,0.195757,F-TIDAL BAR
0.036449,0,0,25.6215,0.18322,0.8,2.65,0.0209389,1,0.2045,117.2368,0.228573,F-TIDAL BAR
0.034278,0,0,87.3584,0.21845,0.8,2.65,0.0209384,1,0.1576,117.2403,0.200699,F-TIDAL CHANNEL
0.028413,0,0,488.146,0.227065,0.8,2.65,0.0209379,1,0.1237,117.2439,0.12533,F-TIDAL CHANNEL
0.02333,0,0,1126.9084,0.22283,0.8,2.65,0.0209373,1,0.1028,117.2475,0.081194,F-TIDAL CHANNEL
0.020517,0,0,1527.7572,0.214436,0.8,2.65,0.0209368,1,0.0936,117.2511,0.059049,F-TIDAL CHANNEL
0.019053,0,0,1884.4911,0.206584,0.8,2.65,0.0209362,1,0.09,117.2546,0.041942,F-TIDAL CHANNEL
0.019002,0,0,1934.7318,0.212228,0.8,2.65,0.0209357,1,0.0874,117.2582,0.045689,F-TIDAL CHANNEL
0.020165,0,0,3481.5356,0.213135,0.8,2.65,0.0209352,1,0.0918,117.2618,0.041411,F-TIDAL CHANNEL
0.022304,0,0,4454.3374,0.213034,0.8,2.65,0.0209346,1,0.1014,117.2654,0.037133,F-TIDAL CHANNEL
0.024129,0,0,2457.0132,0.210762,0.8,2.65,0.0209341,1,0.1115,117.2689,0.032854,F-TIDAL CHANNEL
0.024535,0,0,2310.4255,0.206844,0.8,2.65,0.0209335,1,0.1155,117.2725,0.03234,F-TIDAL CHANNEL
0.024639,0,0,2217.0583,0.224581,0.8,2.65,0.020933,1,0.1072,117.2761,0.050097,F-TIDAL CHANNEL
0.024408,0,0,1706.3752,0.220089,0.8,2.65,0.0209325,1,0.108,117.2797,0.058738,F-TIDAL CHANNEL
0.024919,0,0,4006.5486,0.222246,0.8,2.65,0.0209319,1,0.109,117.2832,0.062282,F-TIDAL CHANNEL
0.025049,0,0,1696.8744,0.22776,0.8,2.65,0.0209314,1,0.107,117.2868,0.065825,F-TIDAL CHANNEL
0.024567,0,0,2915.7112,0.241407,0.8,2.65,0.0209308,1,0.0992,117.2904,0.051835,F-TIDAL CHANNEL
0.023502,0,0,3611.4653,0.233157,0.8,2.65,0.0209303,1,0.098,117.294,0.034175,F-TIDAL CHANNEL
0.023539,0,0,4314.7871,0.240162,0.8,2.65,0.0209298,1,0.0952,117.2975,0.031816,F-TIDAL CHANNEL
0.023595,0,0,4259.2036,0.237001,0.8,2.65,0.0209292,1,0.0967,117.3011,0.029631,F-TIDAL CHANNEL
0.023612,0,0,4765.6528,0.234089,0.8,2.65,0.0209287,1,0.098,117.3047,0.021621,F-TIDAL CHANNEL
0.024008,0,0,2475.4341,0.240254,0.8,2.65,0.0209281,1,0.0973,117.3083,0.058709,F-TIDAL CHANNEL
0.024442,0,0,3974.0583,0.241114,0.8,2.65,0.0209276,1,0.099,117.3118,0.036631,F-TIDAL CHANNEL
0.024761,0,0,1944.8802,0.240342,0.8,2.65,0.0209271,1,0.1009,117.3154,0.070427,F-TIDAL CHANNEL
0.024732,0,0,3068.0698,0.237302,0.8,2.65,0.0209265,1,0.1015,117.319,0.045728,F-TIDAL CHANNEL
0.02456,0,0,2937.5789,0.239192,0.8,2.65,0.020926,1,0.1,117.3226,0.049505,F-TIDAL CHANNEL
0.024039,0,0,2939.3523,0.234834,0.8,2.65,0.0209255,1,0.0997,117.3261,0.045602,F-TIDAL CHANNEL
0.023452,0,0,3318.0835,0.234598,0.8,2.65,0.0209249,1,0.0973,117.3297,0.039544,F-TIDAL CHANNEL
0.022666,0,0,4141.8857,0.231487,0.8,2.65,0.0209244,1,0.0951,117.3333,0.026078,F-TIDAL CHANNEL
0.022056,0,0,3963.9531,0.227673,0.8,2.65,0.0209238,1,0.0941,117.3369,0.024806,F-TIDAL CHANNEL
0.021831,0,0,4823.6162,0.226914,0.8,2.65,0.0209233,1,0.0932,117.3404,0.025155,F-TIDAL CHANNEL
0.021561,0,0,4561.9292,0.223712,0.8,2.65,0.0209228,1,0.0934,117.344,0.025505,F-TIDAL CHANNEL
0.021495,0,0,4235.1196,0.232444,0.8,2.65,0.0209222,1,0.0898,117.3476,0.025854,F-TIDAL CHANNEL
0.020972,0,0,2755.2317,0.222737,0.8,2.65,0.0209217,1,0.0917,117.3512,0.037971,F-TIDAL CHANNEL
0.020915,0,0,2261.9092,0.228683,0.8,2.65,0.0209211,1,0.0892,117.3547,0.052777,F-TIDAL CHANNEL
0.020858,0,0,3742.1567,0.230128,0.8,2.65,0.0209206,1,0.0881,117.3583,0.029767,F-TIDAL CHANNEL
0.020964,0,0,3872.3674,0.235021,0.8,2.65,0.0209201,1,0.0867,117.3619,0.032466,F-TIDAL CHANNEL
0.020861,0,0,6618.1704,0.236407,0.8,2.65,0.0209195,1,0.0854,117.3655,0.031822,F-TIDAL CHANNEL
0.020459,0,0,7269.541,0.235747,0.8,2.65,0.020919,1,0.0839,117.369,0.031178,F-TIDAL CHANNEL
0.02019,0,0,4926.2007,0.245915,0.8,2.65,0.0209184,1,0.0797,117.3726,0.030534,F-TIDAL CHANNEL
0.019496,0,0,3757.4146,0.229514,0.8,2.65,0.0209179,1,0.0825,117.3762,0.028991,F-TIDAL CHANNEL
0.019535,0,0,4436.8096,0.230273,0.8,2.65,0.0209174,1,0.0823,117.3798,0.02168,F-TIDAL CHANNEL
0.019857,0,0,5330.3867,0.229836,0.8,2.65,0.0209168,1,0.0837,117.3833,0.022828,F-TIDAL CHANNEL
0.02035,0,0,5598.3794,0.235656,0.8,2.65,0.0209163,1,0.0837,117.3869,0.023977,F-TIDAL CHANNEL
0.020451,0,0,4956.2534,0.240161,0.8,2.65,0.0209158,1,0.0826,117.3905,0.025126,F-TIDAL CHANNEL
0.02035,0,0,4198.8545,0.246395,0.8,2.65,0.0209152,1,0.0803,117.3941,0.03867,F-TIDAL CHANNEL
0.02064,0,0,3958.092,0.242403,0.8,2.65,0.0209147,1,0.0828,117.3976,0.037971,F-TIDAL CHANNEL
0.021732,0,0,2249.0703,0.236763,0.8,2.65,0.0209141,1,0.0891,117.4012,0.060233,F-TIDAL CHANNEL
0.022695,0,0,2525.2227,0.231898,0.8,2.65,0.0209136,1,0.095,117.4048,0.05032,F-TIDAL CHANNEL
0.022593,0,0,1928.5654,0.220793,0.8,2.65,0.0209131,1,0.0992,117.4084,0.053456,F-TIDAL CHANNEL
0.022519,0,0,942.8857,0.241549,0.8,2.65,0.0209125,1,0.0907,117.4119,0.106437,F-TIDAL CHANNEL
0.020832,0,0,1314.6736,0.216887,0.8,2.65,0.020912,1,0.0934,117.4155,0.068476,F-TIDAL CHANNEL
0.020304,0,0,1425.9232,0.234732,0.8,2.65,0.0209115,1,0.0843,117.4191,0.080417,F-TIDAL CHANNEL
0.019877,0,0,1183.0651,0.215465,0.8,2.65,0.0209109,1,0.09,117.4227,0.072301,F-TIDAL CHANNEL
0.021443,0,0,1922.0035,0.215562,0.8,2.65,0.0209104,1,0.0972,117.4263,0.048971,F-TIDAL CHANNEL
0.023636,0,0,2152.7478,0.216386,0.8,2.65,0.0209098,1,0.1071,117.4298,0.044233,F-TIDAL CHANNEL
0.024896,0,0,1858.7041,0.209014,0.8,2.65,0.0209093,1,0.1163,117.4334,0.044767,F-TIDAL CHANNEL
0.025541,0,0,2560.8533,0.224412,0.8,2.65,0.0209088,1,0.1106,117.437,0.04299,F-TIDAL CHANNEL
0.024622,0,0,3924.5835,0.236557,0.8,2.65,0.0209082,1,0.1011,117.4405,0.033184,F-TIDAL CHANNEL
0.022315,0,0,2079.9224,0.230377,0.8,2.65,0.0209077,1,0.0939,117.4441,0.05833,F-TIDAL CHANNEL
0.019978,0,0,2020.6825,0.218432,0.8,2.65,0.0209071,1,0.0885,117.4477,0.049107,F-TIDAL CHANNEL
0.018542,0,0,2708.1709,0.221135,0.8,2.65,0.0209066,1,0.0812,117.4513,0.037379,F-TIDAL CHANNEL
0.017895,0,0,3996.6553,0.233296,0.8,2.65,0.0209061,1,0.0744,117.4548,0.029408,F-TIDAL CHANNEL
0.017868,0,0,4802.3081,0.229503,0.8,2.65,0.0209055,1,0.0754,117.4584,0.034078,F-TIDAL CHANNEL
0.018848,0,0,2847.5312,0.2254,0.8,2.65,0.020905,1,0.0808,117.462,0.038748,F-TIDAL CHANNEL
0.020143,0,0,5757.7549,0.22807,0.8,2.65,0.0209045,1,0.0854,117.4656,0.038041,F-TIDAL CHANNEL
0.021154,0,0,7155.7695,0.24152,0.8,2.65,0.0209039,1,0.0848,117.4691,0.037334,F-TIDAL CHANNEL
0.021025,0,0,4757.353,0.230816,0.8,2.65,0.0209034,1,0.0881,117.4727,0.036627,F-TIDAL CHANNEL
0.021077,0,0,4822.8198,0.228096,0.8,2.65,0.0209028,1,0.0894,117.4763,0.03592,F-TIDAL CHANNEL
0.021705,0,0,6224.6147,0.230151,0.8,2.65,0.0209023,1,0.0912,117.4799,0.035214,F-TIDAL CHANNEL
0.022397,0,0,7747.9761,0.238475,0.8,2.65,0.0209018,1,0.091,117.4834,0.034507,F-TIDAL CHANNEL
0.021927,0,0,7899.6289,0.237135,0.8,2.65,0.0209012,1,0.0895,117.487,0.0338,F-TIDAL CHANNEL
0.0208,0,0,6392.9556,0.234451,0.8,2.65,0.0209007,1,0.0859,117.4906,0.033093,F-TIDAL CHANNEL
0.019793,0,0,5121.8271,0.22199,0.8,2.65,0.0209002,1,0.0862,117.4942,0.032386,F-TIDAL CHANNEL
0.019535,0,0,2179.8635,0.202943,0.8,2.65,0.0208996,1,0.0928,117.4977,0.03168,F-TIDAL CHANNEL
0.021339,0,0,5000.5879,0.232005,0.8,2.65,0.0208991,1,0.0888,117.5013,0.031296,F-TIDAL CHANNEL
0.022591,0,0,3661.7478,0.230238,0.8,2.65,0.0208985,1,0.0947,117.5049,0.030913,F-TIDAL CHANNEL
0.023407,0,0,2771.657,0.225932,0.8,2.65,0.020898,1,0.0999,117.5085,0.040524,F-TIDAL CHANNEL
0.024076,0,0,4447.0513,0.227657,0.8,2.65,0.0208975,1,0.102,117.512,0.039211,F-TIDAL CHANNEL
0.024816,0,0,6339.7061,0.236804,0.8,2.65,0.0208969,1,0.1012,117.5156,0.037897,F-TIDAL CHANNEL
0.025471,0,0,7776.8779,0.252843,0.8,2.65,0.0208964,1,0.0974,117.5192,0.036584,F-TIDAL CHANNEL
0.025006,0,0,5683.3696,0.23868,0.8,2.65,0.0208959,1,0.1011,117.5228,0.03527,F-TIDAL CHANNEL
0.024831,0,0,5616.9966,0.236579,0.8,2.65,0.0208953,1,0.1012,117.5263,0.033957,F-TIDAL CHANNEL
0.024745,0,0,6723.3794,0.240157,0.8,2.65,0.0208948,1,0.0994,117.5299,0.032644,F-TIDAL CHANNEL
0.024046,0,0,3850.8245,0.233441,0.8,2.65,0.0208942,1,0.0994,117.5335,0.03133,F-TIDAL CHANNEL
0.023125,0,0,4741.9805,0.231766,0.8,2.65,0.0208937,1,0.0963,117.5371,0.029542,F-TIDAL CHANNEL
0.022121,0,0,6801.9873,0.230379,0.8,2.65,0.0208932,1,0.0928,117.5406,0.027754,F-TIDAL CHANNEL
0.020953,0,0,3297.3401,0.207137,0.8,2.65,0.0208926,1,0.0979,117.5442,0.025966,F-TIDAL CHANNEL
0.021459,0,0,3810.6458,0.213954,0.8,2.65,0.0208921,1,0.0971,117.5478,0.024178,F-TIDAL CHANNEL
0.022533,0,0,4240.4038,0.217516,0.8,2.65,0.0208916,1,0.1005,117.5514,0.02239,F-TIDAL CHANNEL
0.023099,0,0,3177.2886,0.210934,0.8,2.65,0.020891,1,0.1066,117.5549,0.020602,F-TIDAL CHANNEL
0.023561,0,0,2278.5803,0.223206,0.8,2.65,0.0208905,1,0.1028,117.5585,0.047553,F-TIDAL CHANNEL
0.023275,0,0,2148.5483,0.219262,0.8,2.65,0.02089,1,0.1034,117.5621,0.046884,F-TIDAL CHANNEL
0.023273,0,0,1837.9734,0.217656,0.8,2.65,0.0208894,1,0.1044,117.5657,0.05299,F-TIDAL CHANNEL
0.023611,0,0,1283.5966,0.217052,0.8,2.65,0.0208889,1,0.1065,117.5692,0.069777,F-TIDAL CHANNEL
0.023522,0,0,947.9349,0.203086,0.8,2.65,0.0208883,1,0.1135,117.5728,0.07199,F-TIDAL CHANNEL
0.023571,0,0,1250.9182,0.204817,0.8,2.65,0.0208878,1,0.1123,117.5764,0.060146,F-TIDAL CHANNEL
0.023762,0,0,597.1094,0.204657,0.8,2.65,0.0208873,1,0.114,117.58,0.095689,F-TIDAL CHANNEL
0.02521,0,0,545.957,0.199413,0.8,2.65,0.0208867,1,0.1264,117.5835,0.09535,F-TIDAL CHANNEL
0.028631,0,0,628.3233,0.211137,0.8,2.65,0.0208862,1,0.136,117.5871,0.09899,F-TIDAL CHANNEL
0.032454,0,0,272.4205,0.231379,0.8,2.65,0.0208857,1,0.1409,117.5907,0.157311,F-TIDAL CHANNEL
0.034417,0,0,232.7025,0.213704,0.8,2.65,0.0208851,1,0.1607,117.5942,0.149204,F-TIDAL CHANNEL
0.036175,0,0,158.9987,0.187305,0.8,2.65,0.0208846,1,0.1926,117.5978,0.144117,F-TIDAL CHANNEL
0.038906,0,0,30.0665,0.173009,0.8,2.65,0.020884,1,0.2252,117.6014,0.211777,F-TIDAL CHANNEL
0.041522,0,0,33.4591,0.163282,0.8,2.65,0.0208835,1,0.2568,117.605,0.197971,F-TIDAL CHANNEL
0.043439,0,0,7.2828,0.16109,0.8,2.65,0.020883,1,0.2795,117.6085,0.269602,F-TIDAL CHANNEL
0.04409,0,0,6.7449,0.15913,0.8,2.65,0.0208824,1,0.2906,117.6121,0.271563,F-TIDAL CHANNEL
0.041316,1,0,0.1,0.167185,0.8,2.71,0.0208519,0,0.2516,117.8158,0.257146,F-MOUTHBAR
0.041449,1,0,0.1,0.182305,0.8,2.71,0.0208514,0,0.2313,117.8194,0.217981,F-MOUTHBAR
0.039005,1,0,0.1,0.155044,0.8,2.71,0.0208508,0,0.2563,117.823,0.174553,F-MOUTHBAR
0.039382,1,0,0.1,0.168533,0.8,2.71,0.0208503,0,0.2377,117.8265,0.224417,F-MOUTHBAR
0.038742,0,0,31.8774,0.161767,0.8,2.66,0.0208498,1,0.2435,117.8301,0.198961,F-MOUTHBAR
0.040957,0,0,42.0889,0.195573,0.8,2.66,0.0208492,1,0.2123,117.8337,0.215602,F-MOUTHBAR
0.040044,0,0,30.0247,0.174244,0.8,2.66,0.0208487,1,0.2325,117.8373,0.212942,F-MOUTHBAR
0.041262,0,0,56.8125,0.184847,0.8,2.66,0.0208482,1,0.2258,117.8408,0.191592,F-MOUTHBAR
0.043066,0,0,40.9145,0.18768,0.8,2.66,0.0208476,1,0.2325,117.8444,0.209951,F-MOUTHBAR
0.046199,0,0,26.736,0.194258,0.8,2.66,0.0208471,1,0.2412,117.848,0.23633,F-MOUTHBAR
0.047591,0,0,43.7775,0.189266,0.8,2.66,0.0208466,1,0.2538,117.8516,0.208097,F-MOUTHBAR
0.047291,0,0,70.4042,0.203864,0.8,2.66,0.020846,1,0.2321,117.8551,0.198146,F-MOUTHBAR
0.042795,0,0,431.2444,0.194342,0.8,2.63,0.0208455,1,0.2193,117.8587,0.102223,F-MOUTHBAR
0.039615,0,0,485.124,0.209045,0.8,2.63,0.020845,1,0.1882,117.8623,0.109612,F-MOUTHBAR
0.038133,0,0,469.6921,0.204297,0.8,2.63,0.0208444,1,0.1857,117.8658,0.106951,F-MOUTHBAR
0.039387,0,0,829.929,0.201767,0.8,2.63,0.0208439,1,0.1945,117.8694,0.077233,F-MOUTHBAR
0.041528,0,0,795.1211,0.204149,0.8,2.63,0.0208433,1,0.2025,117.873,0.081417,F-MOUTHBAR
0.043506,0,0,686.0355,0.2022,0.8,2.63,0.0208428,1,0.214,117.8766,0.086806,F-MOUTHBAR
0.045519,0,0,651.4491,0.197404,0.8,2.63,0.0208423,1,0.2294,117.8801,0.085039,F-MOUTHBAR
0.04724,0,0,777.0063,0.194564,0.8,2.63,0.0208417,1,0.2436,117.8837,0.07401,F-MOUTHBAR
0.048365,0,0,260.4871,0.192555,0.8,2.63,0.0208412,1,0.2545,117.8873,0.124961,F-MOUTHBAR
0.049915,0,0,169.553,0.190914,0.8,2.63,0.0208407,1,0.2636,117.8909,0.144223,F-MOUTHBAR
0.05391,0,0,207.3381,0.210672,0.8,2.63,0.0208401,1,0.2569,117.8944,0.152078,F-MOUTHBAR
0.055723,0,0,216.2393,0.208972,0.8,2.63,0.0208396,1,0.2671,117.898,0.148656,F-MOUTHBAR
0.054378,0,0,154.6996,0.198727,0.8,2.63,0.0208391,1,0.2741,117.9016,0.155592,F-MOUTHBAR
0.05193,0,0,174.8889,0.205987,0.8,2.63,0.0208385,1,0.2526,117.9052,0.156126,F-MOUTHBAR
0.048361,0,0,98.7783,0.206693,0.8,2.63,0.020838,1,0.2349,117.9087,0.18432,F-MOUTHBAR
0.04643,0,0,158.2343,0.215496,0.8,2.63,0.0208375,1,0.2161,117.9123,0.169408,F-MOUTHBAR
0.045862,0,0,129.1803,0.214051,0.8,2.63,0.0208369,1,0.2148,117.9159,0.177913,F-MOUTHBAR
0.046185,0,0,194.5534,0.204421,0.8,2.63,0.0208364,1,0.2267,117.9194,0.149592,F-MOUTHBAR
0.047712,0,0,74.2439,0.211356,0.8,2.63,0.0208359,1,0.227,117.923,0.202243,F-MOUTHBAR
0.04835,0,0,135.5399,0.210489,0.8,2.63,0.0208353,1,0.2317,117.9266,0.172427,F-MOUTHBAR
0.048996,0,0,178.4272,0.215518,0.8,2.63,0.0208348,1,0.2304,117.9302,0.163631,F-MOUTHBAR
0.048659,0,0,97.3697,0.205608,0.8,2.63,0.0208343,1,0.24,117.9337,0.184049,F-MOUTHBAR
0.049406,0,0,100.8476,0.212242,0.8,2.63,0.0208337,1,0.234,117.9373,0.188252,F-MOUTHBAR
0.049377,0,0,111.6347,0.207983,0.8,2.63,0.0208332,1,0.2389,117.9409,0.179563,F-MOUTHBAR
0.049755,0,0,60.5497,0.213077,0.8,2.63,0.0208327,1,0.2359,117.9445,0.213612,F-MOUTHBAR
0.048197,0,0,93.0452,0.191334,0.8,2.63,0.0208321,1,0.2535,117.948,0.173553,F-MOUTHBAR
0.04884,0,0,95.3717,0.205094,0.8,2.63,0.0208316,1,0.2389,117.9516,0.184592,F-MOUTHBAR
0.048015,0,0,58.3249,0.196726,0.8,2.63,0.0208311,1,0.2454,117.9552,0.200884,F-MOUTHBAR
0.048873,0,0,68.8434,0.212673,0.8,2.63,0.0208305,1,0.2317,117.9588,0.207058,F-MOUTHBAR
0.048811,0,0,78.9777,0.210517,0.8,2.63,0.02083,1,0.2343,117.9623,0.198515,F-MOUTHBAR
0.049207,0,0,62.9492,0.214029,0.8,2.63,0.0208295,1,0.2308,117.9659,0.212583,F-MOUTHBAR
0.049333,0,0,45.5113,0.217184,0.8,2.63,0.0208289,1,0.2277,117.9695,0.231039,F-MOUTHBAR
0.048968,0,0,52.2279,0.217229,0.8,2.63,0.0208284,1,0.2262,117.9731,0.224437,F-MOUTHBAR
0.049226,0,0,54.0519,0.22012,0.8,2.63,0.0208279,1,0.2251,117.9766,0.22535,F-MOUTHBAR
0.050934,0,0,37.8282,0.21809,0.8,2.63,0.0208273,1,0.2362,117.9802,0.240767,F-MOUTHBAR
0.050455,0,0,15.1214,0.160044,0.8,2.64,0.0208268,1,0.3239,117.9838,0.233417,F-MOUTHBAR
0.052053,1,0,0.1,0.135964,0.8,2.64,0.0208263,0,0.4032,117.9873,0.37766,F-TIDAL BAR
0.055188,1,0,0.1,0.142907,0.8,2.64,0.0208257,0,0.402,117.9909,0.412291,F-TIDAL BAR
0.056305,1,0,0.1,0.144559,0.8,2.64,0.0208252,0,0.4067,117.9945,0.41099,F-TIDAL BAR
0.059708,0,0,0.5403,0.17488,0.8,2.64,0.0208247,1,0.357,117.9981,0.407379,F-TIDAL BAR
0.062331,0,0,1.5842,0.201754,0.8,2.64,0.0208241,1,0.3135,118.0016,0.379359,F-TIDAL BAR
0.060142,0,0,10.1921,0.1859,0.8,2.64,0.0208236,1,0.3277,118.0052,0.275437,F-TIDAL BAR
0.05565,0,0,4.8178,0.172877,0.8,2.64,0.0208231,1,0.3266,118.0088,0.300019,F-TIDAL BAR
0.051703,0,0,49.7483,0.205425,0.8,2.64,0.0208225,1,0.2533,118.0124,0.216291,F-TIDAL BAR
0.044056,0,0,71.4787,0.208869,0.8,2.64,0.020822,1,0.2119,118.0159,0.201864,F-TIDAL BAR
0.040367,0,0,160.2516,0.224966,0.8,2.64,0.0208215,1,0.1807,118.0195,0.177214,F-TIDAL BAR
0.041841,0,0,121.4442,0.21462,0.8,2.64,0.0208209,1,0.1961,118.0231,0.181398,F-TIDAL BAR
0.043202,0,0,51.3524,0.171912,0.8,2.64,0.0208204,1,0.2524,118.0266,0.184971,F-TIDAL BAR
0.043242,0,0,45.1247,0.157085,0.8,2.64,0.0208199,1,0.2787,118.0302,0.178029,F-TIDAL BAR
0.041093,0,0,51.3869,0.153381,0.8,2.64,0.0208193,1,0.2722,118.0338,0.168466,F-TIDAL BAR
0.038458,0,0,57.7064,0.147586,0.8,2.64,0.0208188,1,0.263,118.0374,0.157718,F-TIDAL BAR
0.037203,0,0,59.2036,0.129382,0.8,2.64,0.0208183,1,0.2903,118.0409,0.140301,F-TIDAL BAR
0.040702,0,0,42.1431,0.148295,0.8,2.64,0.0208177,1,0.2772,118.0445,0.173515,F-TIDAL BAR
0.041774,1,0,0.1,0.135377,0.8,2.64,0.0208172,0,0.3161,118.0481,0.209825,F-TIDAL BAR
0.042334,1,0,0.1,0.131537,0.8,2.64,0.0208167,0,0.3407,118.0517,0.33565,F-TIDAL BAR
0.042816,1,0,0.1,0.140183,0.8,2.64,0.0208161,0,0.3192,118.0552,0.34801,F-TIDAL BAR
0.043022,0,0,0.2129,0.147255,0.8,2.64,0.0208156,0,0.3067,118.0588,0.427757,F-TIDAL BAR
0.044835,0,0,0.262,0.154861,0.8,2.64,0.0208151,0,0.3003,118.0624,0.424505,F-TIDAL BAR
0.05126,0,0,0.5127,0.182817,0.8,2.64,0.0208145,1,0.2853,118.066,0.416961,F-TIDAL BAR
0.059114,0,0,10.4421,0.205346,0.8,2.64,0.020814,1,0.2916,118.0695,0.291553,F-TIDAL BAR
0.063302,0,0,13.3897,0.207059,0.8,2.64,0.0208135,1,0.3093,118.0731,0.281078,F-TIDAL BAR
0.064486,0,0,31.328,0.224216,0.8,2.64,0.0208129,1,0.2911,118.0767,0.255311,F-TIDAL BAR
0.060695,0,0,58.4396,0.215772,0.8,2.64,0.0208124,1,0.2847,118.0803,0.217718,F-TIDAL BAR
0.05757,0,0,45.6012,0.220633,0.8,2.64,0.0208119,1,0.2635,118.0838,0.23401,F-TIDAL BAR
0.056126,0,0,41.5821,0.23547,0.8,2.64,0.0208113,1,0.2405,118.0874,0.25165,F-TIDAL BAR
0.053652,0,0,35.5845,0.218517,0.8,2.64,0.0208108,1,0.248,118.091,0.244097,F-TIDAL BAR
0.053691,0,0,68.6984,0.229445,0.8,2.64,0.0208103,1,0.2361,118.0946,0.222068,F-TIDAL BAR
0.053516,0,0,67.4823,0.23066,0.8,2.64,0.0208097,1,0.2344,118.0981,0.22401,F-TIDAL BAR
0.050819,0,0,22.4683,0.191983,0.8,2.64,0.0208092,1,0.2696,118.1017,0.242699,F-TIDAL BAR
0.051269,0,0,26.3826,0.201051,0.8,2.64,0.0208087,1,0.2586,118.1053,0.24301,F-TIDAL BAR
0.050912,0,0,34.2267,0.200546,0.8,2.64,0.0208081,1,0.2564,118.1088,0.23,F-TIDAL BAR
0.050046,0,0,42.2964,0.19513,0.8,2.64,0.0208076,1,0.2591,118.1124,0.214971,F-TIDAL BAR
0.049465,0,0,30.714,0.19565,0.8,2.64,0.0208071,1,0.2557,118.116,0.230874,F-TIDAL BAR
0.049345,0,0,32.8797,0.202724,0.8,2.64,0.0208065,1,0.2468,118.1196,0.233874,F-TIDAL BAR
0.048226,0,0,21.0638,0.192935,0.8,2.64,0.020806,1,0.2538,118.1231,0.24666,F-TIDAL BAR
0.04866,0,0,33.2099,0.205276,0.8,2.64,0.0208055,1,0.2406,118.1267,0.23566,F-TIDAL BAR
0.048004,0,0,20.8392,0.201222,0.8,2.64,0.0208049,1,0.2416,118.1303,0.254544,F-TIDAL BAR
0.046781,0,0,30.1796,0.190426,0.8,2.64,0.0208044,1,0.249,118.1339,0.227078,F-TIDAL BAR
0.046018,0,0,33.9255,0.18816,0.8,2.64,0.0208039,1,0.2483,118.1374,0.219417,F-TIDAL BAR
0.04563,0,0,38.4343,0.189725,0.8,2.64,0.0208033,1,0.2442,118.141,0.214786,F-TIDAL BAR
0.040994,0,0,9.9101,0.127394,0.8,2.64,0.0208028,1,0.3277,118.1446,0.224786,F-MOUTHBAR
0.041106,0,0,15.8552,0.122302,0.8,2.64,0.0208023,1,0.3436,118.1481,0.197583,F-MOUTHBAR
0.043804,0,0,53.99,0.150974,0.8,2.64,0.0208017,1,0.2939,118.1517,0.163942,F-MOUTHBAR
0.041878,0,0,63.6534,0.142426,0.8,2.64,0.0208012,1,0.2958,118.1553,0.148398,F-MOUTHBAR
0.045334,0,0,435.3635,0.239929,0.8,2.64,0.0208007,1,0.1902,118.1589,0.142326,F-MOUTHBAR
0.04338,0,0,418.5784,0.235222,0.8,2.64,0.0208002,1,0.186,118.1624,0.14,F-MOUTHBAR
0.042369,0,0,563.9858,0.206758,0.8,2.63,0.0207996,1,0.203,118.166,0.100311,F-MOUTHBAR
0.044088,0,0,737.681,0.228793,0.8,2.63,0.0207991,1,0.1899,118.1696,0.106942,F-MOUTHBAR
0.042279,0,0,1305.058,0.215375,0.8,2.63,0.0207986,1,0.1927,118.1732,0.067485,F-MOUTHBAR
