ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
04/2018,33105016000000.0,16413.0,WHITING OIL AND GAS CORPORATION,SHELDON  34-20H,SWSE,20.0,156.0,96.0,WIL,DOLLAR JOE,BAKKEN,1359.0,1371.0,30.0,1630.0,2439.0,1484.0,955.0,48.3146055251518,-103.052829996032
04/2018,33105028090000.0,23810.0,WHITING OIL AND GAS CORPORATION,TANK   31-18H,NWNE,18.0,156.0,96.0,WIL,DOLLAR JOE,BAKKEN,951.0,1109.0,30.0,925.0,3837.0,3777.0,0.0,48.3407750992828,-103.071032035233
04/2018,33105028770000.0,24300.0,WHITING OIL AND GAS CORPORATION,TANK   34-7H,NWNE,18.0,156.0,96.0,WIL,DOLLAR JOE,BAKKEN,902.0,1159.0,30.0,925.0,2497.0,2437.0,0.0,48.3408984488233,-103.071032876635
04/2018,33105021640000.0,20594.0,WHITING OIL AND GAS CORPORATION,VANCE  44-22H,SESE,22.0,155.0,97.0,WIL,DOLLAR JOE,BAKKEN,516.0,731.0,30.0,426.0,1860.0,1800.0,0.0,48.2272507658179,-103.131881218387
04/2018,33105015510000.0,16030.0,WHITING OIL AND GAS CORPORATION,VIOLET OLSON  31-29H,NWNE,29.0,156.0,96.0,WIL,DOLLAR JOE,BAKKEN,158.0,187.0,30.0,0.0,336.0,137.0,199.0,48.3123595713917,-103.054090957243
04/2018,33105018240000.0,18893.0,XTO ENERGY INC.,ALLEN  21X-17,NENW,17.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,1653.0,1736.0,28.0,1563.0,5700.0,5601.0,0.0,48.2546864856453,-103.058269444084
04/2018,33105036290000.0,28939.0,XTO ENERGY INC.,ALLEN  21X-17A,NENW,17.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,576.0,575.0,21.0,657.0,2346.0,2310.0,0.0,48.2546937055479,-103.0586883958
04/2018,33105036310000.0,28941.0,XTO ENERGY INC.,ALLEN  21X-17B,NENW,17.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,793.0,1610.0,28.0,814.0,7360.0,7233.0,0.0,48.2546926834374,-103.058441953614
04/2018,33105036300000.0,28940.0,XTO ENERGY INC.,ALLEN  21X-17E,NENW,17.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,730.0,840.0,27.0,767.0,4590.0,4514.0,0.0,48.2546931944926,-103.058565174707
04/2018,33105036320000.0,28942.0,XTO ENERGY INC.,ALLEN  21X-17F,NENW,17.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2546921723822,-103.058318732521
04/2018,33105017710000.0,18533.0,XTO ENERGY INC.,BABETTE  24X-33,SESW,33.0,156.0,96.0,WIL,DOLLAR JOE,BAKKEN,1037.0,843.0,30.0,1163.0,3326.0,2715.0,426.0,48.2854838129734,-103.033739700421
04/2018,33105023590000.0,21495.0,XTO ENERGY INC.,CLYDE HAUGE  11X-13,NWNW,13.0,155.0,97.0,WIL,DOLLAR JOE,BAKKEN,1152.0,2321.0,30.0,1134.0,6685.0,5606.0,0.0,48.2544284386553,-103.106996701231
04/2018,33105024530000.0,21899.0,XTO ENERGY INC.,COLETTE   21X-18,NENW,18.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,1368.0,794.0,30.0,1410.0,3727.0,3500.0,0.0,48.2541301449388,-103.077379782817
04/2018,33105026080000.0,22847.0,XTO ENERGY INC.,KALDAHL  34X-11C,SWSE,11.0,155.0,97.0,WIL,DOLLAR JOE,BAKKEN,1677.0,3209.0,30.0,1659.0,6673.0,6316.0,0.0,48.2559871070349,-103.117846856472
04/2018,33105020870000.0,20145.0,XTO ENERGY INC.,RAYMOND  21X-5,LOT 3,5.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,985.0,1346.0,30.0,1033.0,3592.0,3562.0,0.0,48.2832872961213,-103.055745265477
04/2018,33105039030000.0,30109.0,XTO ENERGY INC.,RAYMOND  21X-5A,LOT3,5.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,1725.0,1607.0,30.0,1816.0,5726.0,5679.0,0.0,48.2833044501032,-103.056053613057
04/2018,33105039050000.0,30111.0,XTO ENERGY INC.,RAYMOND  21X-5AXB,LOT3,5.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,1608.0,1214.0,30.0,1652.0,6402.0,6349.0,0.0,48.2833038845343,-103.055807025052
04/2018,33105039040000.0,30110.0,XTO ENERGY INC.,RAYMOND  21X-5E,LOT3,5.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,997.0,2891.0,30.0,1064.0,4798.0,4758.0,0.0,48.2833041673188,-103.055930319054
04/2018,33105039060000.0,30112.0,XTO ENERGY INC.,RAYMOND  21X-5FXG,LOT3,5.0,155.0,96.0,WIL,DOLLAR JOE,BAKKEN,1483.0,1447.0,30.0,1557.0,4444.0,4407.0,0.0,48.2833033189655,-103.055560437047
04/2018,33105024520000.0,21898.0,XTO ENERGY INC.,VANCE  31X-14,NWNE,14.0,155.0,97.0,WIL,DOLLAR JOE,BAKKEN,678.0,1145.0,30.0,678.0,2776.0,2245.0,351.0,48.2544526693354,-103.117721051282
04/2018,33023003640000.0,12017.0,"CONTINENTAL RESOURCES, INC.",BAKKEN     1,NENW,32.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.732669,-103.040792
04/2018,33023004930000.0,16208.0,"CONTINENTAL RESOURCES, INC.",FENSTER  1-11H,NWNW,11.0,160.0,96.0,DIV,DOLPHIN,BAKKEN,85.0,57.0,4.0,223.0,67.0,0.0,67.0,48.7051002826572,-103.057138966751
04/2018,33023005790000.0,18586.0,"CONTINENTAL RESOURCES, INC.",GILLUND   1-32H,SESE,32.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,761.0,671.0,26.0,916.0,1031.0,1031.0,0.0,48.7211354538814,-103.03206225889
04/2018,33023006120000.0,18937.0,"CONTINENTAL RESOURCES, INC.",GLASOE   2-19H,SESE,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,1483.0,1433.0,30.0,1530.0,4881.0,4881.0,0.0,48.7500228052903,-103.054276281542
04/2018,33023005430000.0,17452.0,"CONTINENTAL RESOURCES, INC.",GLASOE  1-18H,NWNW,18.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,351.0,610.0,30.0,243.0,711.0,711.0,0.0,48.777860762177,-103.066260482552
04/2018,33023006100000.0,18935.0,"CONTINENTAL RESOURCES, INC.",GLASOE  3-19H,SESE,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,768.0,590.0,30.0,615.0,1924.0,1924.0,0.0,48.7500229268892,-103.054010831206
04/2018,33023006400000.0,19399.0,"CONTINENTAL RESOURCES, INC.",GLASOE  4-18H,NWNW,18.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,514.0,876.0,30.0,387.0,815.0,815.0,0.0,48.7773735253643,-103.068905722227
04/2018,33023008280000.0,22733.0,"CONTINENTAL RESOURCES, INC.",GLASOE  5-19H,SESW,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,254.0,352.0,28.0,280.0,920.0,920.0,0.0,48.7498131770114,-103.063142745277
04/2018,33023008290000.0,22734.0,"CONTINENTAL RESOURCES, INC.",GLASOE  6-19H,SESW,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,680.0,878.0,30.0,601.0,2694.0,2694.0,0.0,48.7498132633843,-103.062954193251
04/2018,33023008300000.0,22735.0,"CONTINENTAL RESOURCES, INC.",GLASOE  7-19H,SESW,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,206.0,201.0,30.0,286.0,352.0,352.0,0.0,48.7498133497572,-103.062765641226
04/2018,33023006110000.0,18936.0,"CONTINENTAL RESOURCES, INC.",RAYMO  1-30H,SESE,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,549.0,825.0,30.0,625.0,1780.0,1780.0,0.0,48.7500228660897,-103.054143556374
04/2018,33023006090000.0,18934.0,"CONTINENTAL RESOURCES, INC.",RAYMO  2-30H,SESE,19.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,888.0,621.0,30.0,956.0,1504.0,1504.0,0.0,48.7500229876886,-103.053878106039
04/2018,33023009490000.0,24322.0,"CONTINENTAL RESOURCES, INC.",RAYMO  3-31H,SESW,31.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,1226.0,1901.0,30.0,1277.0,7137.0,7137.0,0.0,48.721239046497,-103.061493710383
04/2018,33023009480000.0,24321.0,"CONTINENTAL RESOURCES, INC.",RAYMO  4-31H,SESW,31.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,738.0,1545.0,30.0,653.0,3792.0,3792.0,0.0,48.7212399838856,-103.061307170057
04/2018,33023009470000.0,24320.0,"CONTINENTAL RESOURCES, INC.",RAYMO  5-31H,SESW,31.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,603.0,972.0,30.0,620.0,2182.0,2182.0,0.0,48.7212409212741,-103.06112062973
04/2018,33023006390000.0,19394.0,"CONTINENTAL RESOURCES, INC.",ROBERT HEUER  2-20H,SESW,20.0,161.0,95.0,DIV,DOLPHIN,BAKKEN,1179.0,1022.0,28.0,1216.0,2094.0,2094.0,0.0,48.7501733842362,-103.040884721723
04/2018,33023005470000.0,17649.0,"CONTINENTAL RESOURCES, INC.",TANGSRUD  1-1 H,LOT 4,1.0,160.0,96.0,DIV,DOLPHIN,BAKKEN,195.0,383.0,23.0,0.0,649.0,649.0,0.0,48.719765334513,-103.032228865392
04/2018,33023006200000.0,19107.0,"CONTINENTAL RESOURCES, INC.",TANGSRUD  2-1H,NWNW,1.0,160.0,96.0,DIV,DOLPHIN,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7184165669008,-103.036181694688
04/2018,33023003670000.0,12071.0,"CONTINENTAL RESOURCES, INC.",BERNICE     1,NWSW,29.0,161.0,95.0,DIV,DOLPHIN,DAWSON BAY,749.0,2313.0,25.0,919.0,1280.0,367.0,913.0,48.740287,-103.044356
04/2018,33023003920000.0,12746.0,"CONTINENTAL RESOURCES, INC.",FENSTER     1,NENE,31.0,161.0,95.0,DIV,DOLPHIN,DAWSON BAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.73253,-103.052524
04/2018,33023003680000.0,12079.0,"CONTINENTAL RESOURCES, INC.",MARTIN     1,NESW,32.0,161.0,95.0,DIV,DOLPHIN,DAWSON BAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.725864,-103.040792
04/2018,33023003700000.0,12086.0,"CONTINENTAL RESOURCES, INC.",OSBORNE     1,NWSE,30.0,161.0,95.0,DIV,DOLPHIN,DAWSON BAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.739793,-103.056049
04/2018,33023003730000.0,12114.0,"CONTINENTAL RESOURCES, INC.",WSP     21-30,NENW,30.0,161.0,95.0,DIV,DOLPHIN,DAWSON BAY,348.0,92.0,30.0,243.0,250.0,0.0,250.0,48.747963,-103.062123
04/2018,33023003640000.0,12017.0,"CONTINENTAL RESOURCES, INC.",BAKKEN     1,NENW,32.0,161.0,95.0,DIV,DOLPHIN,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.732669,-103.040792
04/2018,33023003690000.0,12085.0,"CONTINENTAL RESOURCES, INC.",RIVERS     1,SWNE,29.0,161.0,95.0,DIV,DOLPHIN,MADISON,995.0,54.0,30.0,1046.0,989.0,0.0,989.0,48.744887,-103.033958
04/2018,33023003750000.0,12149.0,"CONTINENTAL RESOURCES, INC.",SKOR     1,NENE,2.0,160.0,96.0,DIV,DOLPHIN,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.719074,-103.039584
04/2018,33053042060000.0,23210.0,OASIS PETROLEUM NORTH AMERICA LLC,CAYKO  22-27H,NENW,22.0,151.0,104.0,MCK,DORE,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8909287656905,-103.983128785604
04/2018,33053038600000.0,21842.0,OASIS PETROLEUM NORTH AMERICA LLC,KNELS  20-29H,SWSE,17.0,151.0,104.0,MCK,DORE,BAKKEN,1404.0,818.0,30.0,1259.0,1016.0,716.0,0.0,47.8922744844545,-104.017567581444
04/2018,33053031690000.0,19061.0,OASIS PETROLEUM NORTH AMERICA LLC,PAYETTE FEDERAL  10-15H,NWNW,10.0,151.0,104.0,MCK,DORE,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.920070357316,-103.984498142956
04/2018,33053034840000.0,20455.0,OASIS PETROLEUM NORTH AMERICA LLC,STEPAN  16-9H,SESW,16.0,151.0,104.0,MCK,DORE,BAKKEN,1340.0,946.0,29.0,969.0,1422.0,1132.0,0.0,47.8923471009707,-104.001593871508
04/2018,33053036340000.0,20961.0,OASIS PETROLEUM NORTH AMERICA LLC,STEPAN  21-28H,SESW,16.0,151.0,104.0,MCK,DORE,BAKKEN,1003.0,1101.0,19.0,487.0,913.0,723.0,0.0,47.8923442123618,-104.00240990351
04/2018,33053027360000.0,16262.0,"SAMSON OIL AND GAS USA, INC",R. FIELD  1-22H,NWNW,22.0,151.0,104.0,MCK,DORE,MADISON,3.0,0.0,3.0,864.0,1.0,0.0,1.0,47.8895194378918,-103.989165771933
04/2018,33075007510000.0,6471.0,"ENDURO OPERATING, LLC",MCLAIN     1,SWNE,17.0,160.0,84.0,REN,DRY CREEK,MADISON,148.0,190.0,30.0,166.0,0.0,0.0,0.0,48.68541,-101.546301
04/2018,33075013720000.0,16519.0,"HIGH PLAINS OPERATING, LLC",S.E.  1,SWSE,8.0,160.0,84.0,REN,DRY CREEK,MADISON,253.0,32.0,30.0,314.0,0.0,0.0,0.0,48.6922105807205,-101.546945264805
04/2018,33105025440000.0,22456.0,"BRUIN E&P OPERATING, LLC",HOFF  157-100-1A-12-1H,LOT2,1.0,157.0,100.0,WIL,DUBLIN,BAKKEN,1414.0,820.0,30.0,1345.0,1389.0,357.0,810.0,48.4590472890933,-103.544885181337
04/2018,33105022580000.0,21043.0,"BRUIN E&P OPERATING, LLC",PANKAKE  157-99-6A-7-1H,LOT2,6.0,157.0,99.0,WIL,DUBLIN,BAKKEN,1203.0,929.0,30.0,1039.0,1180.0,782.0,165.0,48.4584618059507,-103.520766682187
04/2018,33105019850000.0,19646.0,"BRUIN E&P OPERATING, LLC",STORHAUG  157-100-2A-11-1H,NWNE,2.0,157.0,100.0,WIL,DUBLIN,BAKKEN,1506.0,1742.0,30.0,1460.0,450.0,114.0,103.0,48.4590439502669,-103.566669354943
04/2018,33105041810000.0,31899.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  2-36-25-158N-100W,SWSE,36.0,158.0,100.0,WIL,DUBLIN,BAKKEN,14924.0,28789.0,30.0,14843.0,12399.0,8315.0,3642.0,48.4604182200771,-103.544435466961
04/2018,33105040620000.0,31346.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  3-36-25-158N-100W,LOT3,1.0,157.0,100.0,WIL,DUBLIN,BAKKEN,17686.0,29517.0,30.0,17677.0,21540.0,14615.0,6402.0,48.4585604678313,-103.552631943977
04/2018,33105030080000.0,25055.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  36-25-158N-100W,SWSE,36.0,158.0,100.0,WIL,DUBLIN,BAKKEN,972.0,15319.0,29.0,1150.0,82.0,57.0,25.0,48.4604178399208,-103.544847936481
04/2018,33105040610000.0,31345.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  4-36-25-158N-100W,LOT3,1.0,157.0,100.0,WIL,DUBLIN,BAKKEN,15719.0,25253.0,30.0,16047.0,16794.0,11355.0,4974.0,48.4585602778038,-103.55283812375
04/2018,33105042930000.0,32986.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  5-36-25-158N-100 TFH,SWSE,36.0,158.0,100.0,WIL,DUBLIN,BAKKEN,13888.0,37308.0,30.0,14043.0,12493.0,8402.0,3680.0,48.4604183151161,-103.544332349581
04/2018,33105042980000.0,33000.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  6-36-25-158N-100W TFH,LOT3,1.0,157.0,100.0,WIL,DUBLIN,BAKKEN,14857.0,32168.0,30.0,15051.0,15851.0,10717.0,4694.0,48.458560562845,-103.552528854091
04/2018,33105042970000.0,32999.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC DRESSLER  7-36-25-158N-100W TFH,LOT3,1.0,157.0,100.0,WIL,DUBLIN,BAKKEN,10530.0,32730.0,30.0,10651.0,14814.0,10302.0,4512.0,48.4585603728176,-103.552735033864
04/2018,33105024420000.0,21860.0,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC PAOPAO  35-26-158N-100W,LOT2,2.0,157.0,100.0,WIL,DUBLIN,BAKKEN,1647.0,1340.0,30.0,2112.0,1896.0,693.0,1147.0,48.459037579268,-103.564751937943
04/2018,33105024220000.0,21747.0,OASIS PETROLEUM NORTH AMERICA LLC,HANSON  34-27H,LOT2,3.0,157.0,100.0,WIL,DUBLIN,BAKKEN,827.0,990.0,29.0,680.0,927.0,249.0,388.0,48.4575433038204,-103.586086249838
04/2018,33105024210000.0,21746.0,OASIS PETROLEUM NORTH AMERICA LLC,MARY  3-10H,LOT1,3.0,157.0,100.0,WIL,DUBLIN,BAKKEN,661.0,920.0,29.0,525.0,650.0,10.0,350.0,48.4575408455265,-103.584436734624
04/2018,33105011860000.0,11490.0,"RIM OPERATING, INC.",CURRAN 1     1,NENW,1.0,157.0,100.0,WIL,DUBLIN,MADISON,815.0,739.0,30.0,744.0,814.0,0.0,664.0,48.457918,-103.550348
04/2018,33105011200000.0,10893.0,SCOUT ENERGY MANAGEMENT LLC,EIDSVOOG     1,CNE,1.0,157.0,100.0,WIL,DUBLIN,MADISON,320.0,518.0,26.0,404.0,0.0,0.0,0.0,48.456322,-103.542368
04/2018,33105011590000.0,11290.0,SCOUT ENERGY MANAGEMENT LLC,WESTERSO     13-6,NWSW,6.0,157.0,99.0,WIL,DUBLIN,MADISON,0.0,25.0,2.0,0.0,0.0,0.0,0.0,48.450187,-103.533484
04/2018,33105013760000.0,12638.0,VANGUARD OPERATING LLC,HOFF     33-1,NWSE,1.0,157.0,100.0,WIL,DUBLIN,MADISON,218.0,603.0,30.0,0.0,0.0,0.0,0.0,48.450655,-103.542511
04/2018,33089004240000.0,13754.0,SCOUT ENERGY MANAGEMENT LLC,DUCK CREEK UNIT     1-2,NWNE,2.0,139.0,97.0,STK,DUCK CREEK,LODGEPOLE,1477.0,19542.0,30.0,1541.0,813.0,807.0,0.0,46.887617,-102.882008
04/2018,33089007910000.0,25626.0,"CONTINENTAL RESOURCES, INC.",AMY  2-5H1,NESE,5.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,819.0,418.0,30.0,462.0,325.0,325.0,0.0,46.968660921402,-102.937192117615
04/2018,33089005690000.0,15609.0,"CONTINENTAL RESOURCES, INC.",ELEANORE  1-5,SWSW,5.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,487.0,212.0,30.0,458.0,693.0,0.0,693.0,46.9644066480784,-102.956574777727
04/2018,33089008110000.0,26418.0,KAISER-FRANCIS OIL COMPANY,BEN  19-20H,LOT2,19.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1009.0,787.0,30.0,901.0,1153.0,1033.0,0.0,46.9295404214337,-102.976146029816
04/2018,33089007360000.0,23712.0,KAISER-FRANCIS OIL COMPANY,BMP  19-20H,LOT4,19.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,485.0,333.0,30.0,501.0,453.0,333.0,0.0,46.9213161083777,-102.975977765447
04/2018,33089006010000.0,19698.0,KAISER-FRANCIS OIL COMPANY,KUCHYNSKI  12-1H,SESW,12.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,659.0,514.0,30.0,627.0,373.0,253.0,0.0,46.9492092543583,-102.867168154249
04/2018,33089008120000.0,26447.0,KAISER-FRANCIS OIL COMPANY,MARY P  19-20H,LOT2,19.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,884.0,1044.0,30.0,858.0,698.0,567.0,11.0,46.9296775114902,-102.976146029816
04/2018,33089007080000.0,23179.0,KAISER-FRANCIS OIL COMPANY,PAVLISH  19-20H,LOT3,19.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,574.0,694.0,30.0,546.0,576.0,456.0,0.0,46.9253015378157,-102.976298269008
04/2018,33089007150000.0,23396.0,KAISER-FRANCIS OIL COMPANY,SCHMIDT  11-2H,SWSE,11.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,862.0,580.0,30.0,907.0,653.0,499.0,34.0,46.9498915130376,-102.878026567804
04/2018,33089007030000.0,22959.0,KAISER-FRANCIS OIL COMPANY,SCHWARTZ  14-2H,SWSW,2.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,389.0,310.0,30.0,417.0,279.0,159.0,0.0,46.9654833490479,-102.888872147683
04/2018,33089005900000.0,19275.0,KAISER-FRANCIS OIL COMPANY,WOCK  14-11H,SWSW,11.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,609.0,224.0,30.0,592.0,566.0,446.0,0.0,46.9491718111612,-102.888786367039
04/2018,33089006540000.0,21527.0,WHITING OIL AND GAS CORPORATION,BURESH  34-10TFH,SWSE,10.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,922.0,231.0,30.0,941.0,665.0,605.0,0.0,46.9493686561539,-102.901122448461
04/2018,33089007290000.0,23640.0,WHITING OIL AND GAS CORPORATION,BURESH  44-10PH,SESE,10.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,797.0,343.0,30.0,813.0,467.0,407.0,0.0,46.9493593352456,-102.895390089884
04/2018,33089007260000.0,23579.0,WHITING OIL AND GAS CORPORATION,HAVELKA  14-10PH,NWNW,15.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1638.0,655.0,30.0,1669.0,1189.0,1130.0,0.0,46.9476723279862,-102.913557902027
04/2018,33089007440000.0,23959.0,WHITING OIL AND GAS CORPORATION,HAVELKA  14-17PH,SWSE,17.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,932.0,440.0,30.0,931.0,932.0,872.0,0.0,46.9350557549633,-102.943025512395
04/2018,33089007450000.0,23960.0,WHITING OIL AND GAS CORPORATION,HAVELKA  34-17PH,SWSE,17.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1152.0,515.0,30.0,1151.0,1095.0,1035.0,0.0,46.9350554154739,-102.942845158682
04/2018,33089007460000.0,23961.0,WHITING OIL AND GAS CORPORATION,HAVELKA  44-17PH,SWSE,17.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,755.0,311.0,30.0,754.0,720.0,660.0,0.0,46.9350550759846,-102.942664804968
04/2018,33089007930000.0,25758.0,WHITING OIL AND GAS CORPORATION,MARSH  14-18PH,SWSE,18.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1239.0,622.0,30.0,1253.0,1165.0,1105.0,0.0,46.9348706100675,-102.965759825206
04/2018,33089007320000.0,23653.0,WHITING OIL AND GAS CORPORATION,MARSH  14-9PH,NWNW,16.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1000.0,263.0,30.0,993.0,726.0,666.0,0.0,46.9478088174628,-102.934845611796
04/2018,33089006530000.0,21483.0,WHITING OIL AND GAS CORPORATION,MARSH  21-16TFH-R,NENW,16.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,756.0,214.0,30.0,719.0,674.0,614.0,0.0,46.9478380626403,-102.927099035171
04/2018,33089007500000.0,24031.0,WHITING OIL AND GAS CORPORATION,MARSH  34-18PH,SWSE,18.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,886.0,519.0,30.0,896.0,909.0,849.0,0.0,46.9351165048202,-102.965576947006
04/2018,33089006790000.0,22176.0,WHITING OIL AND GAS CORPORATION,MARSH  34-9PH,SWSE,9.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,943.0,286.0,30.0,938.0,814.0,754.0,0.0,46.9494692010679,-102.922883284646
04/2018,33089007190000.0,23436.0,WHITING OIL AND GAS CORPORATION,MARSH  41-16PH,SESE,9.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,392.0,335.0,30.0,372.0,244.0,185.0,0.0,46.9494736439981,-102.915928489416
04/2018,33089007940000.0,25759.0,WHITING OIL AND GAS CORPORATION,MARSH  44-18PH,SWSE,18.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1064.0,578.0,30.0,1081.0,1090.0,1030.0,0.0,46.9348689007534,-102.965399159921
04/2018,33089007180000.0,23435.0,WHITING OIL AND GAS CORPORATION,MARSH  44-9PH,SESE,9.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,1061.0,465.0,29.0,1063.0,823.0,771.0,0.0,46.9495970265195,-102.915929339743
04/2018,33089007310000.0,23652.0,WHITING OIL AND GAS CORPORATION,WAGNER FARMS  11-16PH,NWNW,16.0,140.0,97.0,STK,DUTCH HENRY BUTTE,BAKKEN,336.0,408.0,17.0,344.0,290.0,258.0,0.0,46.9476854318024,-102.934843906396
04/2018,33025019950000.0,24418.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17C-08-3H,SWSW,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,2882.0,1398.0,30.0,2872.0,1719.0,1071.0,77.0,47.6326132005776,-102.689298998659
04/2018,33025019940000.0,24417.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17C-08-4H,SESW,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,3265.0,3998.0,30.0,3326.0,3172.0,1978.0,139.0,47.6326575415184,-102.68919810298
04/2018,33025021460000.0,25502.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17C-8-5H,SESW,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,3173.0,1691.0,30.0,3223.0,4369.0,2721.0,200.0,47.6326991604022,-102.689093108861
04/2018,33025025240000.0,28280.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17C-8-6H,SESW,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,3520.0,2037.0,30.0,3541.0,5837.0,3666.0,235.0,47.632785139447,-102.688883158801
04/2018,33025025250000.0,28281.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17C-8-7H,SESW,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,1803.0,2697.0,27.0,1759.0,782.0,485.0,39.0,47.6327435205632,-102.688988152921
04/2018,33025009300000.0,18094.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17D-08-1H,SESE,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,1867.0,439.0,30.0,2138.0,1422.0,1139.0,51.0,47.632489480175,-102.676119742317
04/2018,33025014110000.0,21066.0,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-17D-08-2H,SESE,17.0,148.0,94.0,DUN,EAGLE NEST,BAKKEN,909.0,6982.0,27.0,1157.0,1907.0,54.0,1661.0,47.6325108471648,-102.674515801766
