ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
04/2018,33053043310000.0,23615.0,MUREX PETROLEUM CORPORATION,AMBER ELIZABETH  36-25H,SESW,36.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1023.0,1360.0,30.0,941.0,2540.0,2150.0,0.0,47.8491404949616,-103.553341576165
04/2018,33053038990000.0,22021.0,STATOIL OIL & GAS LP,BILL  14-23 2TFH,SWSW,11.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1179.0,3167.0,30.0,1171.0,2132.0,1840.0,175.0,47.9074264464401,-103.579904322421
04/2018,33053048330000.0,25091.0,STATOIL OIL & GAS LP,BILL  14-23 3H,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,2007.0,4061.0,30.0,1990.0,5644.0,5347.0,180.0,47.9045530914511,-103.569154032074
04/2018,33053050010000.0,25645.0,STATOIL OIL & GAS LP,BILL  14-23 4TFH,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,2439.0,9411.0,30.0,2423.0,6739.0,6406.0,216.0,47.9045531484913,-103.569031623811
04/2018,33053048340000.0,25092.0,STATOIL OIL & GAS LP,BILL  14-23 5TFH,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,701.0,3645.0,14.0,732.0,1571.0,1469.0,49.0,47.9045530344109,-103.569276440338
04/2018,33053050000000.0,25644.0,STATOIL OIL & GAS LP,BILL  14-23 6H,NWNE,14.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,2197.0,4192.0,30.0,2169.0,6526.0,6200.0,209.0,47.9045532055315,-103.568909215547
04/2018,33053039010000.0,22023.0,STATOIL OIL & GAS LP,BILL 14-23  1H,SWSW,11.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,2288.0,3828.0,30.0,2283.0,5647.0,5238.0,292.0,47.9074840404539,-103.579846783007
04/2018,33053076280000.0,32709.0,STATOIL OIL & GAS LP,HEINZ 18-19 XW  #1H,SESW,7.0,151.0,100.0,MCK,ALEXANDER,BAKKEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9070795016772,-103.531755793959
04/2018,33053042390000.0,23319.0,STATOIL OIL & GAS LP,PORTER   35-26 #1TFH,SESW,35.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,971.0,2028.0,30.0,975.0,1100.0,983.0,0.0,47.8491888565863,-103.576798995147
04/2018,33053042400000.0,23320.0,STATOIL OIL & GAS LP,PORTER   35-26 #2H,SESW,35.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1095.0,1793.0,30.0,1080.0,1932.0,1811.0,4.0,47.8491889134726,-103.576921300683
04/2018,33053042380000.0,23302.0,STATOIL OIL & GAS LP,TIMBER CREEK  13-24 1TFH,NENW,13.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1359.0,2985.0,30.0,1619.0,3047.0,2571.0,359.0,47.9051857973339,-103.551310777781
04/2018,33053042370000.0,23301.0,STATOIL OIL & GAS LP,TIMBER CREEK  13-24 2H,NENW,13.0,151.0,101.0,MCK,ALEXANDER,BAKKEN,1965.0,2964.0,30.0,2291.0,4554.0,3959.0,595.0,47.9051851087079,-103.5511883745
04/2018,33053014360000.0,9132.0,"TAQA USA, INC.",SKEDSVOLD     23-6,SENW,23.0,151.0,101.0,MCK,ALEXANDER,DUPEROW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.886693,-103.57491
04/2018,33053015410000.0,9617.0,"TAQA USA, INC.",BOLKEN     24-12,NWSW,24.0,151.0,101.0,MCK,ALEXANDER,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.882622,-103.558708
04/2018,33053012110000.0,8165.0,"TAQA USA, INC.",SKEDSVOLD  1,SENE,23.0,151.0,101.0,MCK,ALEXANDER,MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8862073601492,-103.564744817384
04/2018,33053026140000.0,15670.0,"TAQA USA, INC.",HANSEN  2-23,W2SE,23.0,151.0,101.0,MCK,ALEXANDER,RED RIVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.880860542873,-103.568864653431
04/2018,33053012110000.0,8165.0,"TAQA USA, INC.",SKEDSVOLD  1,SENE,23.0,151.0,101.0,MCK,ALEXANDER,RED RIVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8862073601492,-103.564744817384
04/2018,33023008590000.0,23323.0,HUNT OIL COMPANY,ALEXANDRIA   1-33-28HTF,LOT3,1.0,160.0,101.0,DIV,ALEXANDRIA,BAKKEN,715.0,1076.0,30.0,777.0,789.0,193.0,14.0,48.7188933269934,-103.677966532666
04/2018,33023012220000.0,28507.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-21-16H-1,SWSE,21.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1846.0,2732.0,30.0,2039.0,2015.0,1115.0,641.0,48.7501126172812,-103.668312885958
04/2018,33023012200000.0,28501.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-22-15H-1,SESW,22.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,2504.0,2631.0,30.0,2688.0,1991.0,1255.0,47.0,48.750590754001,-103.65380316394
04/2018,33023010970000.0,26256.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-24-13H-1,SESW,24.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1884.0,3973.0,30.0,1526.0,2556.0,1887.0,208.0,48.7501792904821,-103.609886335862
04/2018,33023011690000.0,27725.0,HUNT OIL COMPANY,ALEXANDRIA   161-100-32-29H-1,SWSE,32.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1028.0,1459.0,30.0,759.0,1205.0,526.0,218.0,48.7210664252787,-103.691812040655
04/2018,33023010160000.0,25096.0,HUNT OIL COMPANY,ALEXANDRIA  1-26-35H,NENW,26.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1227.0,2437.0,30.0,969.0,2384.0,1548.0,375.0,48.7489650583043,-103.631885407043
04/2018,33023011820000.0,27921.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-17-20H-1,NENW,17.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,2000.0,3021.0,30.0,1809.0,2324.0,978.0,696.0,48.7781166992351,-103.698443446601
04/2018,33023010470000.0,25666.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-18-19H-1,NENW,18.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1042.0,1895.0,30.0,1108.0,1113.0,346.0,306.0,48.777065448652,-103.718390659113
04/2018,33023010980000.0,26259.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-23-14H-1,NENW,26.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1685.0,3137.0,30.0,1739.0,2211.0,1750.0,0.0,48.7488408486698,-103.632319947206
04/2018,33023012210000.0,28502.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-27-34H-1,SESW,22.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1366.0,2223.0,30.0,1548.0,2035.0,1332.0,74.0,48.7505901546712,-103.654238676889
04/2018,33023010480000.0,25667.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-7-6H-1,NENW,18.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1194.0,2366.0,30.0,1307.0,1437.0,618.0,358.0,48.7773532491915,-103.718388668791
04/2018,33023011830000.0,27922.0,HUNT OIL COMPANY,ALEXANDRIA  161-100-8-5H-1,NENW,17.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1100.0,1793.0,29.0,1232.0,1154.0,355.0,188.0,48.778118091659,-103.698879076359
04/2018,33023011050000.0,26475.0,MUREX PETROLEUM CORPORATION,GARY LEE  31-30H,SESW,31.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1202.0,1909.0,22.0,954.0,1032.0,505.0,83.0,48.7212941915917,-103.717651145197
04/2018,33023011220000.0,26752.0,SM ENERGY COMPANY,MARVIN  14-34HS,SESW,34.0,162.0,100.0,DIV,ALEXANDRIA,BAKKEN,1433.0,2868.0,30.0,1508.0,473.0,446.0,0.0,48.808449902624,-103.653491544032
04/2018,33023011130000.0,26592.0,SM ENERGY COMPANY,PAUL  3-4HS,LOT3,4.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1324.0,2487.0,30.0,1372.0,969.0,880.0,41.0,48.8066851435003,-103.675346839092
04/2018,33023007890000.0,21888.0,SM ENERGY COMPANY,TOMLINSON  3-1HS,LOT3,1.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1209.0,2253.0,30.0,1115.0,1178.0,1085.0,53.0,48.8069363779827,-103.610843034562
04/2018,33023010360000.0,25533.0,SM ENERGY COMPANY,TOMLINSON  3-2HS,LOT3,2.0,161.0,100.0,DIV,ALEXANDRIA,BAKKEN,1303.0,2186.0,30.0,1344.0,891.0,776.0,53.0,48.8067859724642,-103.632012801051
04/2018,33061009390000.0,17850.0,"EOG RESOURCES, INC.",COTTONWOOD   2-35H,SESE,35.0,157.0,92.0,MTL,ALGER,BAKKEN,693.0,512.0,30.0,734.0,784.0,542.0,0.0,48.3733988394042,-102.518299790626
04/2018,33061012140000.0,18562.0,"EOG RESOURCES, INC.",COTTONWOOD   6-33H,SESE,33.0,157.0,92.0,MTL,ALGER,BAKKEN,259.0,367.0,12.0,254.0,357.0,264.0,0.0,48.3732471320156,-102.564853063349
04/2018,33061009710000.0,17937.0,"EOG RESOURCES, INC.",COTTONWOOD  5-34H,SWSE,34.0,157.0,92.0,MTL,ALGER,BAKKEN,1302.0,912.0,30.0,1446.0,2167.0,1925.0,0.0,48.3734523210944,-102.543917839087
04/2018,33061010810000.0,18214.0,"EOG RESOURCES, INC.",JAMES HILL  1-31H,LOT4,31.0,157.0,91.0,MTL,ALGER,BAKKEN,899.0,914.0,30.0,907.0,1114.0,872.0,0.0,48.3862555337559,-102.492868525937
04/2018,33061009980000.0,18024.0,"EOG RESOURCES, INC.",ROSS   10-18H,SWSE,18.0,156.0,92.0,MTL,ALGER,BAKKEN,706.0,444.0,30.0,632.0,901.0,659.0,0.0,48.3279615678121,-102.553171638614
04/2018,33061013070000.0,18843.0,"EOG RESOURCES, INC.",ROSS   18-10H,SESE,10.0,156.0,92.0,MTL,ALGER,BAKKEN,2397.0,2290.0,30.0,2362.0,2712.0,2410.0,0.0,48.3429394490341,-102.483575742975
04/2018,33061015310000.0,19722.0,"EOG RESOURCES, INC.",ROSS   29-1716H,NWNE,17.0,156.0,92.0,MTL,ALGER,BAKKEN,765.0,566.0,30.0,898.0,1076.0,776.0,0.0,48.3408176723322,-102.534125698474
04/2018,33061008300000.0,17526.0,"EOG RESOURCES, INC.",ROSS   4-05H,SESE,5.0,156.0,92.0,MTL,ALGER,BAKKEN,881.0,844.0,30.0,1051.0,1477.0,1179.0,0.0,48.3569969699039,-102.527329776174
04/2018,33061011660000.0,18444.0,"EOG RESOURCES, INC.",ROSS  100-09H,SWSW,9.0,156.0,92.0,MTL,ALGER,BAKKEN,677.0,443.0,30.0,715.0,830.0,588.0,0.0,48.3426108016359,-102.520867152983
04/2018,33061038720000.0,32137.0,"EOG RESOURCES, INC.",ROSS  106-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,4734.0,10068.0,29.0,4776.0,12883.0,12654.0,0.0,48.3548248316532,-102.510191339695
04/2018,33061009750000.0,17950.0,"EOG RESOURCES, INC.",ROSS  1-09H,SWSE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,566.0,503.0,30.0,539.0,821.0,579.0,0.0,48.3425921368703,-102.510154982948
04/2018,33061010130000.0,18062.0,"EOG RESOURCES, INC.",ROSS  11-27H,SESE,27.0,156.0,92.0,MTL,ALGER,BAKKEN,694.0,462.0,30.0,782.0,1002.0,703.0,0.0,48.2990408875929,-102.483636360585
04/2018,33061010340000.0,18118.0,"EOG RESOURCES, INC.",ROSS  12-06H,SESE,6.0,156.0,92.0,MTL,ALGER,BAKKEN,274.0,258.0,20.0,464.0,361.0,214.0,2.0,48.3570615279579,-102.549246608677
04/2018,33061013000000.0,18819.0,"EOG RESOURCES, INC.",ROSS  13-15H,SESE,15.0,156.0,92.0,MTL,ALGER,BAKKEN,1222.0,1306.0,30.0,1502.0,1522.0,1145.0,135.0,48.3278428234195,-102.483801667803
04/2018,33061012850000.0,18763.0,"EOG RESOURCES, INC.",ROSS  15-28H,SESE,28.0,156.0,92.0,MTL,ALGER,BAKKEN,1003.0,417.0,30.0,1151.0,1359.0,1044.0,14.0,48.2988356840539,-102.50498964682
04/2018,33061005310000.0,16587.0,"EOG RESOURCES, INC.",ROSS  20-16H,NWNW,16.0,156.0,92.0,MTL,ALGER,BAKKEN,660.0,362.0,30.0,552.0,523.0,281.0,0.0,48.3408153839194,-102.520857217013
04/2018,33061011180000.0,18310.0,"EOG RESOURCES, INC.",ROSS  21-04H,LOT1,4.0,156.0,92.0,MTL,ALGER,BAKKEN,614.0,541.0,30.0,652.0,575.0,333.0,0.0,48.3720918724064,-102.50888366725
04/2018,33061014390000.0,19358.0,"EOG RESOURCES, INC.",ROSS  22-07H,SESE,7.0,156.0,92.0,MTL,ALGER,BAKKEN,707.0,547.0,30.0,600.0,1113.0,871.0,0.0,48.3422822263551,-102.54894703329
04/2018,33061014940000.0,19560.0,"EOG RESOURCES, INC.",ROSS  27-2728H,SESW,27.0,156.0,92.0,MTL,ALGER,BAKKEN,925.0,420.0,30.0,932.0,1308.0,1067.0,0.0,48.2987530404806,-102.495676242556
04/2018,33061016590000.0,20295.0,"EOG RESOURCES, INC.",ROSS  28-1615H,NWNE,16.0,156.0,92.0,MTL,ALGER,BAKKEN,793.0,594.0,30.0,938.0,1085.0,846.0,0.0,48.3410170617144,-102.512424266463
04/2018,33061016600000.0,20296.0,"EOG RESOURCES, INC.",ROSS  30-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,2820.0,2752.0,30.0,2789.0,3690.0,3448.0,0.0,48.3555196943216,-102.513680054653
04/2018,33061009200000.0,17795.0,"EOG RESOURCES, INC.",ROSS  3-04H,LOT3,4.0,156.0,92.0,MTL,ALGER,BAKKEN,687.0,684.0,30.0,669.0,1305.0,1006.0,0.0,48.3717602434638,-102.520251974017
04/2018,33061015200000.0,19679.0,"EOG RESOURCES, INC.",ROSS  31-0806H,SESW,8.0,156.0,92.0,MTL,ALGER,BAKKEN,1458.0,834.0,30.0,1406.0,1816.0,1574.0,0.0,48.3423937984333,-102.538267747116
04/2018,33061015420000.0,19767.0,"EOG RESOURCES, INC.",ROSS  32-1707H,SESW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,936.0,648.0,30.0,973.0,1134.0,892.0,0.0,48.3277945462087,-102.537945229584
04/2018,33061015450000.0,19793.0,"EOG RESOURCES, INC.",ROSS  33-0434H,SESW,4.0,156.0,92.0,MTL,ALGER,BAKKEN,1190.0,1087.0,30.0,1149.0,1962.0,1720.0,0.0,48.3576941576724,-102.516955298798
04/2018,33061015460000.0,19794.0,"EOG RESOURCES, INC.",ROSS  34-0533H,SESW,5.0,156.0,92.0,MTL,ALGER,BAKKEN,1172.0,740.0,30.0,1272.0,1304.0,1062.0,0.0,48.3567576905531,-102.538132005544
04/2018,33061015560000.0,19854.0,"EOG RESOURCES, INC.",ROSS  35-0331H,SESE,3.0,156.0,92.0,MTL,ALGER,BAKKEN,730.0,1188.0,30.0,661.0,1077.0,761.0,75.0,48.3582824695515,-102.484358260846
04/2018,33061020170000.0,22354.0,"EOG RESOURCES, INC.",ROSS  36-1707H,SWSW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,688.0,385.0,30.0,725.0,813.0,572.0,0.0,48.3281995470213,-102.543300081962
04/2018,33061038730000.0,32138.0,"EOG RESOURCES, INC.",ROSS  42-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,2896.0,7877.0,30.0,2916.0,6637.0,6153.0,0.0,48.3548242660733,-102.509985562875
04/2018,33061038750000.0,32140.0,"EOG RESOURCES, INC.",ROSS  43-0915H,NWNE,9.0,156.0,92.0,MTL,ALGER,BAKKEN,3568.0,7678.0,23.0,3617.0,6120.0,5799.0,0.0,48.3548231349135,-102.509574009237
04/2018,33061008320000.0,17531.0,"EOG RESOURCES, INC.",ROSS  5-08H,SWSE,8.0,156.0,92.0,MTL,ALGER,BAKKEN,671.0,479.0,30.0,655.0,976.0,677.0,0.0,48.3425993798242,-102.532184376427
04/2018,33061005300000.0,16586.0,"EOG RESOURCES, INC.",ROSS  7-17H,NWNW,17.0,156.0,92.0,MTL,ALGER,BAKKEN,595.0,638.0,30.0,541.0,935.0,693.0,0.0,48.3405435631096,-102.545948229761
04/2018,33061029510000.0,27609.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-5,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1261.0,748.0,30.0,1221.0,2411.0,1587.0,824.0,48.2135839813197,-102.684885864712
04/2018,33061029520000.0,27610.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-6,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1084.0,1019.0,30.0,1057.0,3561.0,2853.0,708.0,48.2135844964062,-102.685021332455
04/2018,33061029530000.0,27611.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-7,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1019.0,1147.0,30.0,993.0,3360.0,2693.0,667.0,48.2135850114927,-102.685156800199
04/2018,33061029540000.0,27612.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-8,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1417.0,889.0,30.0,1380.0,2667.0,1740.0,927.0,48.2135855265792,-102.685292267943
04/2018,33061013040000.0,18838.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-1,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1653.0,919.0,30.0,1605.0,3187.0,2106.0,1081.0,48.2127920023786,-102.684943335876
04/2018,33061013050000.0,18839.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-2,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1154.0,799.0,30.0,1124.0,3162.0,2407.0,755.0,48.2127939534637,-102.685456471268
04/2018,33061013060000.0,18840.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-3,SWSE,30.0,155.0,93.0,MTL,ALGER,BAKKEN,1762.0,1082.0,30.0,1707.0,2911.0,1760.0,1151.0,48.2127959045489,-102.685969606661
04/2018,33061033940000.0,29886.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-10,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,891.0,1043.0,30.0,901.0,1752.0,1560.0,192.0,48.25568901918,-102.621480758875
04/2018,33061022880000.0,24004.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA  155-93-1522H-2,NENW,15.0,155.0,93.0,MTL,ALGER,BAKKEN,1201.0,810.0,30.0,1184.0,2019.0,1864.0,155.0,48.2540207615607,-102.623874078617
04/2018,33061022870000.0,24003.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA  155-93-1522H-3,NENW,15.0,155.0,93.0,MTL,ALGER,BAKKEN,1099.0,515.0,30.0,1087.0,1496.0,1354.0,142.0,48.2538837265448,-102.623879909894
04/2018,33061037720000.0,31599.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-5,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,1126.0,842.0,30.0,1133.0,1565.0,1124.0,441.0,48.2556857048722,-102.620630307487
04/2018,33061037710000.0,31598.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-6,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,2228.0,1557.0,30.0,2244.0,3838.0,2998.0,840.0,48.2556862332401,-102.620765886694
04/2018,33061032750000.0,29270.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-7,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,993.0,845.0,18.0,1019.0,1793.0,1572.0,221.0,48.2556874340763,-102.621074021255
04/2018,33061032760000.0,29271.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-8,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,2211.0,1787.0,30.0,2133.0,2602.0,2086.0,516.0,48.2556879624442,-102.621209600462
04/2018,33061032770000.0,29272.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-9,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,1151.0,1426.0,30.0,1157.0,2545.0,1876.0,669.0,48.2556884908121,-102.621345179668
04/2018,33061037730000.0,31600.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  LE-155-93-1522H-1,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,3144.0,2130.0,29.0,3158.0,4036.0,3314.0,722.0,48.2556851765043,-102.62049472828
04/2018,33061038490000.0,32096.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  LE-155-93-1523H-2,SWSE,10.0,155.0,93.0,MTL,ALGER,BAKKEN,4216.0,1858.0,30.0,4249.0,5128.0,3955.0,1173.0,48.2556846481363,-102.620359149074
04/2018,33061007800000.0,17389.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-155-93-  1522H-1,NENW,15.0,155.0,93.0,MTL,ALGER,BAKKEN,726.0,434.0,30.0,719.0,831.0,737.0,94.0,48.2541632779773,-102.623868014089
04/2018,33061028050000.0,26984.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-4,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,1492.0,1058.0,30.0,1478.0,2184.0,1992.0,192.0,48.2391953694544,-102.645827583564
04/2018,33061028060000.0,26985.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-5,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,1173.0,777.0,26.0,1163.0,1667.0,1516.0,151.0,48.239285827106,-102.645828210002
04/2018,33061028070000.0,26986.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-6,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,1554.0,967.0,30.0,1537.0,2731.0,2531.0,200.0,48.2393762847576,-102.64582883644
04/2018,33061028080000.0,26987.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-7,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,2621.0,2427.0,30.0,2583.0,2975.0,2638.0,337.0,48.2394667424092,-102.645829462878
04/2018,33061011540000.0,18405.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-1,NWNE,21.0,155.0,93.0,MTL,ALGER,BAKKEN,633.0,565.0,16.0,625.0,715.0,634.0,81.0,48.2397298919413,-102.644632284001
04/2018,33061021070000.0,22769.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-2,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,1427.0,287.0,30.0,1404.0,2162.0,1978.0,184.0,48.2396065405981,-102.644939362357
04/2018,33061021080000.0,22770.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-3,NENW,21.0,155.0,93.0,MTL,ALGER,BAKKEN,975.0,465.0,30.0,958.0,1208.0,1083.0,125.0,48.2396037994572,-102.645144658732
04/2018,33061007760000.0,17378.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-1,NENW,1.0,155.0,93.0,MTL,ALGER,BAKKEN,487.0,367.0,30.0,470.0,489.0,479.0,10.0,48.2826534790128,-102.579347465679
04/2018,33061017730000.0,20940.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-2,LOT2,1.0,155.0,93.0,MTL,ALGER,BAKKEN,1343.0,844.0,30.0,1338.0,1637.0,1609.0,28.0,48.2826595630951,-102.57877332164
04/2018,33061017740000.0,20941.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-3,LOT2,1.0,155.0,93.0,MTL,ALGER,BAKKEN,1439.0,987.0,30.0,1419.0,2093.0,2064.0,29.0,48.2826587208858,-102.578547293723
04/2018,33061017300000.0,20696.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-MEIERS A-156-93-  13H-1,LOT1,18.0,156.0,92.0,MTL,ALGER,BAKKEN,216.0,189.0,14.0,263.0,300.0,300.0,0.0,48.3398301405517,-102.567116318966
04/2018,33061021130000.0,22795.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK  155-93-0718H-2,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,3882.0,5280.0,30.0,3966.0,5075.0,4939.0,136.0,48.2677666612608,-102.688198469433
04/2018,33061021140000.0,22796.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK  155-93-0718H-3,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1421.0,1047.0,30.0,1456.0,2301.0,2251.0,50.0,48.26776705183,-102.688403908813
04/2018,33061031230000.0,28466.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-5,NWNE,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1123.0,1118.0,26.0,1120.0,1639.0,1600.0,39.0,48.2673573107402,-102.6877135679
04/2018,33061031240000.0,28467.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-6,NWNE,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1966.0,1441.0,30.0,2002.0,3387.0,3318.0,69.0,48.2673575763107,-102.687853258016
04/2018,33061031250000.0,28468.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-7,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1787.0,1552.0,30.0,1830.0,4112.0,4049.0,63.0,48.2673577670699,-102.687953597348
04/2018,33061031260000.0,28469.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-8,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1697.0,1366.0,30.0,1736.0,2907.0,2847.0,60.0,48.2673552837872,-102.688089226024
04/2018,33061012570000.0,18674.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-155-93-  0718H-1,NENW,7.0,155.0,93.0,MTL,ALGER,BAKKEN,1578.0,2381.0,29.0,1566.0,2265.0,2210.0,55.0,48.2687665464668,-102.687868172356
04/2018,33061039290000.0,32498.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-LE-  155-93-0718H-1,SWSE,6.0,155.0,93.0,MTL,ALGER,BAKKEN,815.0,232.0,5.0,947.0,541.0,512.0,29.0,48.270985752305,-102.685843907441
04/2018,33061025570000.0,25574.0,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-4,NWSW,16.0,156.0,93.0,MTL,ALGER,BAKKEN,621.0,281.0,25.0,597.0,1320.0,1320.0,0.0,48.3338805105308,-102.654459449936
