UWI,START_DATE,OIL,GAS,WATER
ON397,01-OCT-87,46862,27167,65
TF695,01-JUL-86,108202,67374,862
AB824,01-JUL-05,27769,21731,61
CC482,01-APR-13,59532,36042,4442
BR710,01-AUG-91,4123,2484,203
TR382,01-AUG-97,107927,111611,121
ON727,01-APR-99,26672,12638,2315
BR151,01-MAY-01,24392,17410,2905
YP549,01-SEP-05,41791,29318,61
ON308,01-MAY-06,4322,2808,5
TF740,01-SEP-01,40339,32910,1754
RK301,01-JAN-14,19245,9866,0
YP203,01-SEP-11,69803,69122,123
DS416,01-FEB-91,5014,3869,0
TF695,01-OCT-90,52134,32460,60
CC636,01-JUN-86,23039,20141,0
AB735,01-NOV-00,21775,11042,409
RK539,01-DEC-03,43267,29907,4808
DS558,01-JAN-04,48294,23253,56
YP203,01-AUG-04,47673,38476,0
TF719,01-OCT-09,36959,26409,1010
CC646,01-JUL-11,203,131,124
TF177,01-APR-11,41460,28114,230
TR455,01-MAY-99,45921,38764,4905
RK301,01-OCT-97,82989,60825,0
YP714,01-OCT-90,14338,9445,0
YP714,01-APR-00,52669,45779,170
ON829,01-JUN-08,22473,7811,529
AB494,01-FEB-81,286783,318150,171
DS241,01-AUG-96,67067,54286,0
ON397,01-JAN-00,61138,34852,158
ON231,01-SEP-88,92650,77375,0
AB590,01-JUL-00,50817,51192,3310
RK301,01-JAN-17,35525,28535,2242
RK301,01-JUN-94,15793,9460,0
TR382,01-NOV-96,54640,46116,261
YP714,01-MAR-90,48573,32097,0
BR772,01-OCT-88,59310,47279,30
DS582,01-JAN-87,20517,10876,0
RK403,01-JUL-79,405698,325000,0
CC495,01-JUL-92,69981,49971,0
CC504,01-NOV-05,34942,25576,9173
AB424,01-AUG-08,22442,13776,0
TF696,01-FEB-15,0,0,0
TF611,01-NOV-97,43389,37701,0
TF267,01-FEB-89,42299,25131,0
TF695,01-MAR-76,528129,382700,0
CC462,01-MAR-03,13442,3004,3884
ON442,01-SEP-08,31130,27472,94
TR382,01-OCT-07,40227,33582,336
RK403,01-SEP-06,13323,11011,1
BR264,01-JUL-07,41128,33336,689
TR135,01-OCT-06,31007,5392,364
TR235,01-MAY-13,23364,20520,36
TF573,01-FEB-92,28301,18000,7900
RK114,01-SEP-87,43412,32130,163
RK345,01-AUG-00,50451,36911,27101
RK403,01-JUN-10,17776,6752,366
TR791,01-MAR-12,45186,21732,41
RK302,01-MAR-13,42505,23213,449
DS428,01-MAR-15,47556,33181,0
BR710,01-MAY-84,46636,35644,0
AB590,01-APR-89,32115,24755,7
ON506,01-JUL-92,21841,15650,0
TF149,01-JUL-86,50625,33767,0
ON506,01-AUG-85,49372,27756,0
TF359,01-MAY-78,161204,153900,0
TF695,01-OCT-97,42197,25399,0
BR430,01-JAN-95,30991,21060,137
CC479,01-APR-93,57587,51639,1230
BR832,01-OCT-89,82962,84605,0
RK113,01-OCT-05,42098,10953,3209
YP676,01-AUG-07,23769,18377,35893
BR554,01-DEC-08,14540,4315,20965
TF770,01-JUL-10,35513,21607,68
TR758,01-MAR-79,236211,208550,0
YP181,01-MAY-87,20388,19043,0
AB388,01-MAY-84,54099,38236,0
TF359,01-NOV-97,29175,16192,0
TR382,01-AUG-04,34392,29362,312
ON463,01-DEC-04,35943,40664,0
AB513,01-SEP-08,30549,18869,3595
CC649,01-JUL-08,25883,19647,4852
YP373,01-SEP-08,30792,49745,532
YP355,01-MAY-09,25033,22628,2955
YP229,01-JUL-07,27079,14270,54
AB824,01-JAN-11,7366,5098,51
AB141,01-JUN-12,39121,37096,229
BR836,01-DEC-14,31000,19772,0
DS287,01-MAR-15,53152,29681,0
BR264,01-FEB-95,30926,20474,0
CC872,01-DEC-03,62643,103836,12
TR797,01-SEP-03,27979,25738,3787
TF177,01-MAR-08,44975,24979,223
TF533,01-SEP-07,78047,76833,1760
TR376,01-DEC-09,43468,9103,378
YP768,01-JAN-09,18491,11793,5787
DS241,01-JUN-81,338756,222700,0
BR772,01-JAN-90,55382,30153,0
DS698,01-AUG-89,40867,37849,82
CC482,01-FEB-75,123413,97520,0
ON727,01-SEP-89,11842,10016,671
BR254,01-FEB-93,67702,54943,25
CC782,01-OCT-09,79634,48464,4118
AB119,01-MAY-09,2713,2869,225
CC643,01-FEB-06,17007,6237,441
TF335,01-NOV-99,53087,27340,348
TR382,01-MAY-90,87392,94021,0
TR382,01-JUL-86,20974,18720,0
CC398,01-AUG-04,39438,33055,5064
CC142,01-OCT-06,22878,13392,0
ON120,01-FEB-07,64214,27650,0
ON893,01-AUG-14,52473,55803,17591
ON236,01-NOV-13,29717,15421,18589
DS698,01-MAY-76,307943,281200,0
DS241,01-APR-92,38295,34521,29
RK345,01-MAR-90,76308,49376,0
BR772,01-OCT-04,49110,6617,35
AB838,01-JUN-04,36478,7399,107
ON120,01-OCT-01,68965,32028,2339
CC482,01-MAR-11,32754,18707,3869
CC627,01-OCT-13,45320,21395,1369
ON506,01-JUL-11,28097,33932,1546
DS241,01-OCT-14,29623,21282,184
YP174,01-NOV-14,9453,6918,6131
YP655,01-DEC-15,0,0,0
CC482,01-NOV-15,0,0,0
DS698,01-DEC-74,67957,55200,0
CC636,01-FEB-88,10742,7387,7
BR601,01-MAY-04,20765,6150,2714
DS684,01-APR-09,22820,16268,0
DS684,01-APR-07,42804,30230,137
BR832,01-NOV-10,44153,49332,468
TF277,01-MAY-14,28936,26321,704
ON231,01-JAN-13,20741,11790,0
CC504,01-JUN-14,37262,47659,43980
YP181,01-JUN-14,39944,31817,14033
ON804,01-FEB-97,108558,66206,183
ON893,01-MAY-94,47755,42776,8277
TR400,01-MAR-99,28890,22799,137
RK113,01-JAN-95,41476,31729,983
ON120,01-AUG-92,101133,75505,0
AB590,01-JUL-92,47413,40049,545
AB257,01-APR-78,4136,3440,0
AB344,01-JAN-04,2008,2553,3
TR694,01-AUG-08,29254,16288,4034
TR131,01-DEC-13,46833,33131,0
ON663,01-SEP-12,27779,24934,0
DS780,01-NOV-14,30916,26295,2262
CC565,01-DEC-14,55823,47973,7998
TR336,01-JAN-00,31664,23430,291
CC649,01-MAR-07,18135,10599,21
BR772,01-SEP-86,43059,21904,0
TF335,01-MAR-86,63152,47235,69
BR819,01-JAN-89,33762,18285,51
CC627,01-NOV-08,7658,3057,153
TF695,01-NOV-08,43323,24440,6971
RK539,01-MAR-11,56714,33371,2580
RK453,01-AUG-12,35265,26141,0
AB388,01-SEP-17,38732,26722,25379
TR662,01-MAY-17,33738,28699,1180
CC310,01-MAR-87,76597,51062,0
RK301,01-SEP-96,24157,18667,0
BR710,01-JUN-79,353160,407680,0
RK403,01-JUL-74,503423,348700,0
ON575,01-DEC-98,64157,36468,0
BR819,01-APR-02,31079,21504,14926
DS378,01-NOV-01,66161,68143,14367
CC872,01-NOV-06,42156,59397,44
AB590,01-MAR-14,11906,24729,2400
CC464,01-SEP-11,12800,14048,23952
BR819,01-DEC-99,30903,16816,10716
DS773,01-MAR-10,61859,55086,585
AB406,01-JUL-10,33378,14584,37
TR516,01-MAR-11,55708,37194,44
YP467,01-MAR-86,27429,20800,0
CC464,01-DEC-88,22517,9758,31
DS652,01-FEB-81,378929,292040,0
ON804,01-JAN-98,89430,49881,109
DS263,01-JUN-07,35943,23798,0
RK302,01-FEB-07,30292,17692,0
YP821,01-MAR-94,50826,41830,1418
TF695,01-OCT-96,31246,25389,0
TF267,01-NOV-85,42092,20342,0
CC482,01-AUG-98,52782,39274,72
ON727,01-MAY-89,18907,10207,769
ON575,01-JUN-91,118807,76144,0
ON765,01-APR-90,9600,6585,0
AB456,01-SEP-08,31294,39828,15184
TF611,01-DEC-08,65518,68366,0
TR135,01-AUG-09,36531,27441,1144
YP552,01-JUN-11,15916,9853,64
TF850,01-JUN-08,28757,16390,857
CC464,01-OCT-14,24507,33048,68928
BR601,01-OCT-15,0,0,0
DS720,01-MAR-86,25265,12375,0
RK403,01-FEB-98,42301,28752,0
TF850,01-OCT-87,46685,38087,0
ON333,01-JUN-05,53829,43528,203
CC482,01-JUN-09,15497,9638,899
DS241,01-DEC-06,15444,6593,119
AB838,01-MAR-14,52461,72190,20395
BR317,01-DEC-13,3387,2193,0
TF335,01-JAN-86,59357,59374,96
DS241,01-NOV-97,99632,68607,0
ON397,01-JUL-79,161530,136000,0
TR843,01-APR-01,84703,59143,0
TR336,01-JAN-01,64765,48367,0
ON316,01-AUG-05,57912,50887,0
ON308,01-AUG-09,46318,6341,1008
TR393,01-SEP-13,52097,21671,169
AB590,01-NOV-90,154718,73624,0
TF740,01-APR-85,110021,82073,0
DS884,01-JUN-03,42574,26717,0
TF381,01-JAN-03,35172,21872,0
TR387,01-SEP-93,92624,59474,0
CC636,01-JUL-98,35395,28711,0
TF740,01-JUL-98,40158,41378,681
RK539,01-FEB-04,41294,30961,4213
AB517,01-FEB-10,53892,80268,65
TF695,01-MAR-07,20254,17182,3099
TF695,01-FEB-06,36107,55953,19218
TF611,01-JUN-92,60773,40400,0
DS241,01-AUG-93,91859,57047,0
RK361,01-DEC-97,34576,27107,208
DS698,01-SEP-81,82546,96120,0
CC872,01-JUL-91,93681,85058,0
RK114,01-JAN-89,27089,17035,176
RK114,01-JUN-90,51151,31142,1842
CC782,01-FEB-00,42454,29899,2009
BR254,01-DEC-03,15892,8943,0
TR753,01-MAY-06,32164,8594,110
DS775,01-JUN-06,37247,9498,0
CC142,01-SEP-10,37966,40064,45
AB735,01-JUN-93,104665,85614,2836
TF740,01-DEC-81,146201,133000,0
ON575,01-DEC-93,69013,70511,264
BR254,01-MAY-95,34784,35310,14
RK794,01-JAN-05,48922,41288,37
AB388,01-JAN-08,68045,51638,14197
RK789,01-JAN-10,50208,27227,1477
BR772,01-NOV-15,0,0,0
ON506,01-FEB-15,31252,19534,1007
TF359,01-SEP-86,75128,42253,0
YP676,01-FEB-02,15949,13957,18722
AB661,01-FEB-04,65167,51742,0
TF611,01-AUG-05,22751,17348,50
AB661,01-DEC-02,96838,49984,0
RK128,01-APR-06,68491,48327,11440
TR516,01-APR-01,75053,62806,0
BR433,01-JAN-14,31704,20188,0
AB406,01-DEC-12,35576,40722,962
TR129,01-JAN-13,47889,29626,0
TR791,01-JUL-84,72964,57773,3888
ON804,01-AUG-91,90159,59408,0
DS582,01-JAN-98,47529,32799,4089
AB119,01-NOV-04,39704,33727,30
CC504,01-NOV-13,63436,42297,28892
CC482,01-APR-90,23617,17546,3808
TF143,01-JAN-92,141090,117429,226
RK659,01-AUG-88,4901,4066,0
TF719,01-MAR-04,33981,34181,604
TR400,01-OCT-08,34272,7154,2352
DS884,01-JAN-06,55113,7654,3424
RK450,01-MAR-09,16721,13066,645
TR418,01-NOV-12,25189,18489,1583
ON316,01-MAR-87,28006,17677,0
BR380,01-MAR-87,14841,7637,0
ON575,01-OCT-95,50937,49244,0
YP467,01-DEC-01,33846,23135,245
RK301,01-JUL-08,62802,49279,6137
YP203,01-APR-11,68396,61576,783
CC649,01-OCT-14,36004,20378,2631
ON519,01-DEC-14,49828,35988,0
YP229,01-FEB-12,22469,12412,558
DS884,01-DEC-11,34820,14132,3618
CC782,01-JUN-95,48802,28773,924
TR455,01-OCT-89,34235,14977,654
TR382,01-AUG-87,109213,97974,0
ON397,01-DEC-97,11512,8361,224
ON765,01-JUL-91,9585,4323,0
DS698,01-APR-05,18677,17731,175
YP821,01-DEC-03,62200,48216,7733
DS689,01-APR-06,36591,32238,31
TF222,01-JAN-14,25387,16473,4299
YP181,01-NOV-91,117938,94713,383
YP373,01-FEB-02,26234,15494,1685
CC495,01-MAY-94,85960,61761,0
DS582,01-NOV-00,29259,153409,24209
DS263,01-JUN-05,43900,25662,242
RK171,01-AUG-05,21228,8521,0
DS780,01-SEP-08,23532,16765,621
TR729,01-JUN-09,12447,4102,10
ON575,01-SEP-10,34973,23701,0
DS689,01-JAN-05,8954,6525,85
ON231,01-JUN-11,43848,31098,10544
YP549,01-NOV-14,38388,22188,2534
AB824,01-AUG-17,36331,27344,3453
ON231,01-JUN-15,0,0,0
CC398,01-JUN-87,16594,7698,0
ON369,01-JUL-84,392016,362553,542
ON506,01-JUL-05,61750,41425,46
TR507,01-OCT-04,41692,35449,133
BR264,01-OCT-01,89167,78299,0
ON602,01-NOV-13,35381,49334,0
CC154,01-FEB-89,35670,14485,0
BR219,01-JUL-90,6944,4097,0
TR758,01-SEP-02,33346,25575,45
CC669,01-JAN-12,9344,2874,3388
CC849,01-OCT-14,39220,20270,73240
BR836,01-AUG-88,24304,19816,264
DS698,01-FEB-91,41619,18347,0
CC504,01-APR-83,51597,92907,0
DS416,01-DEC-98,20567,16655,53
TR387,01-MAY-81,5984,2610,0
DS652,01-FEB-93,26425,25829,25
YP471,01-SEP-89,14825,7917,0
DS558,01-APR-06,26674,14717,148
TF143,01-FEB-13,31070,28594,3947
ON463,01-AUG-14,51290,28711,0
ON442,01-JAN-87,1130,845,0
YP821,01-JUN-88,11535,6055,0
RK403,01-JAN-88,66304,46713,36
ON120,01-JUN-92,94001,67460,1
AB257,01-DEC-96,16611,10157,18
YP467,01-AUG-03,39920,18832,3990
TF850,01-OCT-96,29206,38003,11
TR331,01-APR-87,18541,15804,119
CC142,01-APR-11,77739,77801,195
RK450,01-AUG-17,0,0,0
DS105,01-DEC-17,19147,16456,13947
AB295,01-JAN-15,56038,44290,0
DS884,01-DEC-15,21940,8905,4377
RK747,01-DEC-15,0,0,0
AB494,01-JUN-78,412458,484500,0
CC464,01-FEB-99,44610,28304,0
CC653,01-APR-95,40917,28059,200
ON820,01-OCT-96,50006,46228,253
TR516,01-FEB-05,17439,13096,71
RK450,01-DEC-08,53988,45402,2581
TR129,01-SEP-13,35889,24196,0
ON829,01-OCT-11,42769,16733,760
ON397,01-OCT-94,29914,31969,467
RK301,01-MAY-98,33970,31583,187
TR400,01-AUG-98,56898,48857,157
RK403,01-MAY-89,16397,13471,13
DS652,01-SEP-99,47992,17414,19904
TF149,01-NOV-05,42655,32036,3512
DS698,01-AUG-09,50709,42418,14864
BR312,01-OCT-14,9096,15250,106849
RK104,01-AUG-17,40712,34602,2748
TR387,01-OCT-15,25861,16789,2723
CC464,01-JUL-87,45178,30307,3155
YP220,01-JAN-88,50470,44668,0
DS720,01-JAN-85,48164,40653,0
TF143,01-AUG-91,120262,64411,153
TR235,01-DEC-04,70995,47034,1506
ON333,01-FEB-08,46641,34861,2607
YP203,01-SEP-14,64465,59454,14815
TR235,01-SEP-90,53845,36687,0
CC310,01-FEB-89,8581,8485,0
TF335,01-APR-98,102338,64887,191
TR758,01-JAN-94,54988,45424,113
TF335,01-OCT-93,133801,86421,525
CC504,01-MAR-82,55609,38760,0
CC782,01-JUL-86,45321,31726,0
TF359,01-OCT-95,29679,20320,4019
BR254,01-APR-92,51404,54302,18
CC627,01-OCT-08,29333,12689,689
ON120,01-APR-95,106115,85918,0
TR455,01-FEB-99,55876,49683,6849
CC782,01-AUG-92,38767,36532,87
YP552,01-FEB-95,12371,7688,4985
TR387,01-NOV-99,41366,30744,47
AB257,01-JUL-04,16064,2914,2973
TR444,01-MAY-04,27059,13864,45
RK302,01-JUL-06,28368,14659,0
YP737,01-DEC-12,42517,27540,0
TF339,01-APR-14,45127,36984,8339
YP805,01-JAN-14,27897,19333,0
TR400,01-JAN-99,41392,28526,204
ON369,01-NOV-99,60302,50683,308
AB388,01-DEC-89,85274,70975,0
YP220,01-MAY-04,66908,31548,5822
BR836,01-APR-00,58949,52178,0
RK153,01-OCT-04,57651,48401,98
AB560,01-APR-99,48207,30343,333
ON333,01-FEB-05,790,429,1
AB517,01-JAN-05,12964,12854,373
CC627,01-APR-11,52668,50845,12337
ON804,01-OCT-13,48402,64028,9074
TR418,01-JUN-11,17737,15193,377
DS105,01-JAN-11,12098,3833,274
CC464,01-DEC-11,9914,7684,18749
DS367,01-APR-17,39853,26363,4
AB141,01-MAY-15,5322,3716,0
DS241,01-AUG-86,45771,26294,0
TR336,01-OCT-96,34354,39455,1632
CC636,01-MAY-76,549551,476440,0
ON394,01-FEB-76,394041,303630,0
TR516,01-SEP-86,42100,38624,0
AB460,01-SEP-06,41673,31198,0
TR455,01-MAR-01,32328,33868,897
ON506,01-AUG-14,40179,27747,2398
AB494,01-SEP-82,194290,146160,159
TF740,01-JUL-74,548616,315090,0
TF533,01-OCT-04,48358,36769,574
CC252,01-OCT-05,33531,31404,1702
AB257,01-MAY-01,18081,12139,0
DS780,01-MAR-10,29183,14395,59
AB517,01-FEB-07,38015,38334,54
RK738,01-SEP-11,30256,15045,356
CC252,01-JUL-15,35126,45847,40090
CC464,01-MAY-98,38968,37815,0
TR336,01-OCT-93,68660,48408,0
CC849,01-MAR-90,57581,34663,0
CC865,01-APR-10,14008,10364,17940
TF267,01-MAY-77,206876,186200,0
DS698,01-DEC-94,11672,6144,204
DS652,01-NOV-88,39848,26222,0
RK539,01-NOV-03,43651,33369,4032
TR455,01-SEP-03,28185,28914,4042
YP467,01-OCT-02,25609,25977,135
DS496,01-MAR-10,1029,778,0
TF719,01-DEC-03,32544,26879,491
RK514,01-JAN-06,53602,19052,96
YP549,01-DEC-06,16250,9678,50
AB344,01-OCT-10,32703,64310,34977
CC849,01-FEB-91,62063,35307,1661
TR387,01-FEB-89,4107,2308,0
TF740,01-AUG-80,220730,202300,0
YP355,01-NOV-08,31836,15476,1364
YP577,01-MAY-87,41265,25691,0
TF143,01-APR-85,81046,44662,0
DS241,01-JAN-77,487316,562800,0
BR819,01-SEP-86,58567,29333,0
CC636,01-JUL-99,32827,32208,0
YP714,01-MAR-99,32424,21020,82
BR151,01-DEC-99,37709,26520,311
BR601,01-SEP-04,23902,15017,4523
TF611,01-MAY-13,33416,18668,677
CC891,01-FEB-14,75077,68273,5363
ON829,01-OCT-11,67015,27182,22340
TF359,01-JAN-82,92129,66240,0
ON506,01-JUL-96,27615,20241,0
YP412,01-JUL-93,51653,33762,0
TF277,01-AUG-05,46010,39408,530
BR832,01-APR-03,79611,84472,0
RK403,01-MAR-09,31972,9651,1952
ON231,01-JAN-08,46320,48798,2807
CC142,01-OCT-09,54038,53604,168
CC627,01-OCT-13,44002,40762,4131
ON463,01-APR-11,34610,46173,48
TR235,01-JAN-12,13012,17769,77
TR235,01-OCT-11,14214,10555,188
ON120,01-FEB-17,39331,27812,148
TF611,01-MAY-15,30305,21305,30322
BR273,01-OCT-15,0,0,0
AB388,01-JUN-17,29185,29198,22570
CC479,01-MAY-15,0,0,0
RK104,01-JAN-15,39013,32358,3674
DS684,01-DEC-17,0,0,0
AB513,01-DEC-16,0,0,0
YP493,01-OCT-16,39992,35683,0
DS775,01-JUL-16,49176,27550,0
ON602,01-OCT-16,48088,28891,2601
TR548,01-NOV-16,22391,11732,1606
ON700,01-OCT-16,32662,21791,0
ON519,01-JUL-17,35409,29470,0
TF410,01-MAY-18,0,0,0
ON674,01-FEB-16,20787,23355,0
YP467,01-MAY-91,7572,0,0
AB460,01-APR-05,47819,45424,164
ON231,01-MAY-99,58616,42160,2868
ON575,01-AUG-03,32834,22510,628
TR843,01-NOV-05,24607,23677,6173
BR312,01-MAR-06,29085,28758,35202
CC872,01-JAN-89,9749,6211,0
RK514,01-JUL-90,20420,9682,0
AB424,01-DEC-07,24311,8103,433
TR455,01-MAY-08,75020,46569,1351
RK450,01-APR-06,50892,39062,3535
RK345,01-FEB-95,105633,69184,4463
CC636,01-MAR-88,36144,11282,0
CC482,01-OCT-79,3218,3330,0
YP785,01-DEC-05,40988,9945,380
YP821,01-JUN-11,37789,10875,770
YP174,01-FEB-12,27761,21316,4517
BR497,01-NOV-17,27295,19418,10
DS241,01-MAR-15,50474,37038,1195
YP220,01-AUG-92,51351,43893,0
TF407,01-MAY-98,68389,57287,132
RK514,01-JAN-88,37885,31393,0
TR331,01-APR-88,11608,7356,0
ON765,01-APR-01,23981,18602,0
CC154,01-SEP-07,15303,5452,3721
ON316,01-APR-06,43632,19660,144
ON804,01-AUG-08,37107,29903,833
CC142,01-MAY-06,55584,15922,4351
TF566,01-OCT-13,33820,37732,3509
BR164,01-OCT-12,30164,14747,6865
RK345,01-APR-98,99421,70066,5834
TF172,01-MAY-85,20307,14306,0
TR235,01-JUN-87,66458,61150,0
TR382,01-JUL-02,58622,41442,398
BR835,01-MAR-00,55692,37569,10459
YP181,01-APR-11,36917,30673,1228
BR710,01-JUL-12,40900,15151,4052
DS607,01-NOV-14,27690,10021,11028
AB295,01-MAR-12,76837,55299,0
RK301,01-MAR-95,18285,22890,0
TR382,01-JUN-91,92517,70003,0
TR336,01-JAN-99,45598,49487,4162
CC495,01-NOV-90,75839,47459,0
CC435,01-APR-99,21110,12090,6430
YP570,01-DEC-02,34717,12944,0
DS150,01-MAR-06,19217,13949,15
TF770,01-JUL-08,38777,18918,7256
ON120,01-JAN-14,43138,25056,297
TR382,01-SEP-89,101670,89127,200
TF695,01-DEC-92,35225,23646,430
YP471,01-MAY-90,44455,31708,0
AB590,01-DEC-00,20859,10992,0
TF277,01-OCT-05,32085,13279,12
DS105,01-DEC-05,96918,71973,1317
TF719,01-MAY-10,50663,32098,6479
BR254,01-SEP-12,42934,39211,239
TF335,01-APR-93,86175,81973,411
AB460,01-FEB-85,63494,38495,0
RK514,01-APR-91,81633,39398,0
CC504,01-SEP-04,38411,21033,21
RK153,01-SEP-03,49442,63039,0
DS546,01-SEP-14,32942,27260,423
TF740,01-AUG-82,248047,269360,0
ON120,01-FEB-98,109718,85012,196
AB560,01-NOV-91,70708,55578,0
TF585,01-JUN-07,36653,16962,96
DS652,01-FEB-11,63651,54897,16652
RK403,01-NOV-13,13985,3092,2425
CC479,01-DEC-11,23678,18039,3488
TR117,01-DEC-17,36602,35957,23
CC398,01-JUL-86,39524,24859,4841
TF335,01-FEB-99,70330,58010,23556
DS582,01-JUL-89,29325,14256,2159
BR819,01-APR-80,474363,392040,0
CC482,01-JAN-03,48862,26619,85
TF407,01-APR-97,56929,50461,0
YP174,01-MAR-09,1771,621,191
AB560,01-SEP-10,72360,53634,232
TR811,01-NOV-11,66587,50902,20688
CC891,01-JUN-14,33735,32073,65120
TR791,01-MAR-94,14844,14119,5940
CC495,01-OCT-98,64612,41690,0
BR710,01-JUL-03,55096,30541,613
YP714,01-JUN-07,49595,46343,43
YP174,01-JAN-11,41557,20774,45
ON829,01-DEC-11,35868,15673,1567
ON506,01-JUN-86,28389,18672,0
RK539,01-SEP-84,72177,58061,0
ON231,01-DEC-02,66574,61587,0
BR264,01-SEP-97,26602,30507,17
AB295,01-JUL-04,40771,27780,0
AB119,01-SEP-10,39324,8252,1787
ON463,01-JUL-14,52391,32148,0
CC849,01-AUG-93,45604,42382,1135
BR704,01-MAY-98,13702,6704,1089
ON397,01-MAY-77,176692,140000,0
BR836,01-DEC-05,70619,58810,24
AB540,01-MAY-09,18350,12514,457
RK171,01-JAN-05,33494,32048,428
RK171,01-JUL-15,41827,41220,2704
DS186,01-APR-17,40249,26730,1814
RK128,01-DEC-15,57594,37956,55315
ON463,01-JUL-15,0,0,0
RK794,01-AUG-15,0,0,0
YP174,01-JUN-15,0,0,0
AB119,01-FEB-15,0,0,0
BR433,01-AUG-15,37544,26120,0
AB348,01-SEP-16,33073,33095,16
DS582,01-OCT-16,30209,23990,32308
ON788,01-FEB-16,0,0,0
TF770,01-MAR-16,48176,27279,257
TR507,01-JUN-16,23975,13556,50698
CC310,01-AUG-17,26552,23897,9973
ON180,01-APR-17,36055,35537,2
DS186,01-JAN-17,50260,30389,1012
YP468,01-JAN-17,27093,23898,2948
CC142,01-JUN-15,28869,19196,0
RK578,01-JUN-15,33594,45660,0
CC310,01-DEC-15,40354,27963,7658
DS150,01-FEB-17,0,0,0
BR554,01-APR-17,7096,14692,51765
TF143,01-MAR-17,39776,39473,15907
DS780,01-MAR-18,24870,22334,0
TR584,01-FEB-18,36395,22839,0
RK747,01-FEB-18,0,0,0
AB141,01-FEB-18,28890,23968,86
DS689,01-FEB-18,21589,17273,31361
TF770,01-SEP-17,42601,34257,45
DS780,01-MAR-15,43651,15995,0
TF611,01-APR-16,22303,10040,3287
TF611,01-MAY-16,19597,11374,6928
CC849,01-JAN-16,24900,30633,41052
CC649,01-JUN-18,0,0,0
DS641,01-APR-15,8292,3792,0
DS377,01-OCT-16,34844,34961,982
DS780,01-JUL-16,24251,24240,0
ON848,01-MAY-18,0,0,0
TR758,01-APR-16,42651,38204,23787
YP467,01-JUN-16,0,0,0
CC849,01-JUL-17,25458,24347,36277
AB879,01-JUN-16,12197,15841,0
BR836,01-FEB-18,22115,16243,2100
CC142,01-FEB-16,18155,8236,18
BR554,01-FEB-17,4066,10214,26114
ON519,01-FEB-18,37863,20925,0
TF149,01-MAY-17,47822,40589,0
YP170,01-OCT-17,29613,26387,0
ON506,01-DEC-16,0,0,0
AB257,01-DEC-16,19114,21369,38952
AB460,01-MAR-17,27722,18040,0
YP166,01-MAY-17,18103,19206,6083
ON893,01-MAR-16,58716,35504,35412
TR235,01-NOV-17,43125,61810,7729
YP534,01-OCT-15,0,0,0
YP570,01-APR-17,40251,50777,25139
RK864,01-AUG-16,47478,42758,0
DS684,01-OCT-15,0,0,0
AB517,01-AUG-16,0,0,0
TR665,01-MAR-16,41282,31725,836
TF149,01-APR-18,18545,14248,700
TF445,01-APR-17,29092,37992,27871
BR763,01-NOV-17,0,0,0
CC669,01-MAR-18,0,0,0
YP203,01-JAN-15,73015,44886,16614
ON663,01-OCT-17,0,0,0
ON231,01-APR-17,0,0,0
ON236,01-JUL-17,0,0,0
RK104,01-SEP-16,48519,28802,2656
YP768,01-APR-16,18428,12547,0
YP549,01-MAY-16,33588,21613,0
YP355,01-APR-18,6379,3989,595
TF143,01-JAN-17,48164,36330,4337
TR476,01-MAY-18,34880,29209,167
TR376,01-SEP-17,23577,22975,0
ON397,01-DEC-17,0,0,0
ON231,01-JAN-16,0,0,0
RK854,01-MAY-16,15043,31602,41188
TR512,01-MAY-17,49989,40645,157
TR387,01-MAR-17,21051,17367,1855
AB540,01-AUG-16,24827,11692,8291
RK128,01-JUN-15,36665,24685,62532
TF138,01-FEB-18,44705,25632,400
TR808,01-DEC-17,33766,25401,128
TR512,01-AUG-17,42748,34780,135
TR129,01-AUG-17,44003,37339,696
TF533,01-AUG-17,40971,29744,42829
DS739,01-AUG-17,36912,26273,5
DS652,01-JAN-01,27865,17640,3997
TF335,01-FEB-86,48089,35901,58
TF335,01-JUN-94,151065,108102,0
TF143,01-JUL-00,114879,100868,767
AB257,01-JUL-99,19501,9947,2181
AB257,01-AUG-99,17785,11579,1969
RK403,01-JUN-93,104178,67410,0
TF143,01-DEC-94,110169,98949,3222
YP373,01-JAN-05,15608,10863,163
CC669,01-FEB-06,65539,18892,15008
TF740,01-FEB-93,84897,69784,340
TF143,01-NOV-05,25999,9035,41
RK403,01-SEP-10,33685,28107,20734
TF740,01-APR-96,61642,50992,165
YP676,01-APR-93,58320,55137,5954
DS652,01-JAN-93,31340,26497,30
RK153,01-JAN-92,48096,38919,0
YP181,01-AUG-09,26973,18090,39
AB388,01-APR-84,60830,47473,0
AB388,01-JUL-85,82202,50456,0
RK153,01-DEC-92,38346,19732,0
YP181,01-DEC-87,54204,31164,26
TF770,01-SEP-16,33811,30193,3358
YP673,01-OCT-16,32866,51501,0
AB402,01-OCT-16,34784,23332,6325
YP737,01-SEP-16,34361,26414,2764
YP821,01-MAR-16,0,0,0
AB295,01-APR-16,62657,39400,1423
YP570,01-FEB-17,35683,49116,22631
AB436,01-APR-17,56531,36896,758
BR710,01-JUN-15,0,0,0
ON727,01-JAN-17,15134,19798,12160
TF177,01-MAR-18,9784,6783,5719
TR797,01-FEB-18,0,0,0
TF262,01-APR-18,49355,32877,509
TR129,01-NOV-15,33429,30770,7620
DS292,01-MAY-16,35012,46353,0
